Donor_ID,Chromosome,Loc_start,Loc_end,Total_CN,Major_CN,Minor_CN
DO46325,10,60675976,60685797,2,1,1
DO46325,10,60685798,79644018,2,1,1
DO46325,10,79655243,118474372,2,1,1
DO46325,10,118615956,135235890,2,1,1
DO46325,11,196944,13458456,1,1,0
DO46325,11,23875544,23932424,2,1,1
DO46325,11,32933892,35759862,3,2,1
DO46325,11,45267955,48198696,3,2,1
DO46325,11,55700000,59978471,2,1,1
DO46325,12,110107,6152032,2,1,1
DO46325,12,6210316,33299999,2,1,1
DO46325,12,38200000,66974980,2,1,1
DO46325,12,68972388,70195465,2,1,1
DO46325,12,70195466,77942629,1,1,0
DO46325,12,77942630,77945724,1,1,0
DO46325,12,77945725,99272959,1,1,0
DO46325,12,100131565,107168136,1,1,0
DO46325,12,107168137,107196439,2,2,0
DO46325,12,132349401,133851894,1,1,0
DO46325,13,45010053,50121171,2,2,0
DO46325,13,50122002,50609883,2,2,0
DO46325,13,50645432,67250664,2,2,0
DO46325,13,67250665,67253909,2,2,0
DO46325,13,67253910,99292157,2,2,0
DO46325,13,99292158,107012447,3,3,0
DO46325,14,20876381,24225864,2,1,1
DO46325,14,24226080,39901157,2,1,1
DO46325,14,39901158,40289806,1,1,0
DO46325,14,40289807,40398008,2,1,1
DO46325,14,40471372,51277499,2,1,1
DO46325,15,22431139,40968723,2,1,1
DO46325,16,83807,2272113,2,1,1
DO46325,16,10427965,34599999,2,1,1
DO46325,16,38600000,62916317,2,1,1
DO46325,16,62948216,67510502,2,1,1
DO46325,16,88768791,88830988,2,2,0
DO46325,16,88830989,90354752,1,1,0
DO46325,17,12500,761336,1,1,0
DO46325,17,860423,15797433,1,1,0
DO46325,17,15797434,15797652,1,1,0
DO46325,17,15797653,22199999,1,1,0
DO46325,17,22200000,25799999,1,1,0
DO46325,17,33561183,33589873,2,2,0
DO46325,17,33589874,40880051,1,1,0
DO46325,18,76117001,78077247,1,1,0
DO46325,19,46686422,49969084,1,1,0
DO46325,19,49969085,53193213,2,1,1
DO46325,19,53205195,59128982,2,1,1
DO46325,21,28439790,46937500,2,1,1
DO46325,21,46937501,48129894,2,1,1
DO46327,1,247247501,249250620,4,2,2
DO46327,2,20016,1715847,3,2,1
DO46327,2,1720576,9312385,3,2,1
DO46327,2,15628031,24920995,3,2,1
DO46327,2,49072848,90499999,3,2,1
DO46327,2,96800000,99781051,3,2,1
DO46327,2,99781052,99788255,3,2,1
DO46327,6,57371228,58699999,2,1,1
DO46327,6,58700000,63299999,2,1,1
DO46327,7,130692402,130724970,3,2,1
DO46327,7,130724971,131197636,3,2,1
DO46327,10,42414866,47373104,3,2,1
DO46327,10,47373105,65210278,3,2,1
DO46327,10,65344694,78943643,3,2,1
DO46327,10,78943644,78965872,2,2,0
DO46327,10,78965873,109364068,3,2,1
DO46327,10,109364069,109365546,3,2,1
DO46327,10,109365547,134587829,3,2,1
DO46327,10,134857512,135389924,2,1,1
DO46327,12,132349401,133851894,2,2,0
DO46327,15,100338801,102431166,2,1,1
DO46327,16,83807,19859131,2,2,0
DO46327,16,19913828,34599999,2,2,0
DO46327,17,25800000,26290011,2,2,0
DO46327,18,132649,3316081,2,2,0
DO46327,18,3316082,3316344,2,2,0
DO46327,18,3316345,3415675,2,2,0
DO46327,18,3415676,3415722,2,2,0
DO46327,18,76117001,78077247,2,2,0
DO46327,19,23001008,24399999,3,2,1
DO46327,19,31740076,49957007,2,1,1
DO46327,20,18349143,25599999,2,2,0
DO46327,20,25600000,29399999,2,2,0
DO46327,22,49687501,51304565,2,2,0
DO46328,1,1020800,11818021,3,2,1
DO46328,1,11818022,12166744,4,3,1
DO46328,1,12166745,12386931,3,2,1
DO46328,1,12386932,12521273,4,3,1
DO46328,1,12701099,12925298,4,3,1
DO46328,1,12925299,14868418,3,2,1
DO46328,1,15410577,15481546,4,3,1
DO46328,1,15481547,16229469,3,2,1
DO46328,1,16389908,23221447,3,2,1
DO46328,1,23559619,37751711,3,2,1
DO46328,1,41706775,42056446,8,6,2
DO46328,1,46180252,73425236,3,2,1
DO46328,1,73425237,77522860,4,2,2
DO46328,1,77522861,78379514,3,2,1
DO46328,1,78379515,79121510,4,2,2
DO46328,1,79147600,80579926,3,2,1
DO46328,1,80596273,101038284,3,2,1
DO46328,1,101435452,121371938,3,2,1
DO46328,1,247249601,249250620,4,2,2
DO46328,2,20016,26473270,2,1,1
DO46328,2,26473271,36102472,3,2,1
DO46328,2,36102473,38659895,2,1,1
DO46328,2,38659896,55033189,3,2,1
DO46328,2,56662811,56973190,7,6,1
DO46328,2,57432524,58210931,7,6,1
DO46328,2,60980164,64436647,4,3,1
DO46328,2,70208700,76873880,3,2,1
DO46328,2,76873881,78120190,4,3,1
DO46328,2,78120191,86575192,3,2,1
DO46328,2,86575193,90499999,4,3,1
DO46328,2,90500000,96799999,4,3,1
DO46328,2,96800000,97951726,4,3,1
DO46328,2,98340207,98859236,4,3,1
DO46328,2,98880704,100520218,7,4,3
DO46328,2,100814638,101851869,3,2,1
DO46328,2,101851870,107236360,1,1,0
DO46328,2,107236361,113988469,3,2,1
DO46328,2,113988470,114158328,4,3,1
DO46328,2,114158329,118822186,3,2,1
DO46328,2,118822187,121806117,4,2,2
DO46328,2,121806118,134421253,3,2,1
DO46328,2,134637917,141114146,3,2,1
DO46328,2,141435156,156528122,4,2,2
DO46328,2,156528123,159756045,4,2,2
DO46328,2,159778836,163616974,4,2,2
DO46328,2,163616975,163953137,3,2,1
DO46328,2,175812115,176010116,5,3,2
DO46328,2,176013056,176036362,3,2,1
DO46328,2,183651083,183919033,3,2,1
DO46328,2,198312802,198638801,3,2,1
DO46328,3,24081409,24422597,2,1,1
DO46328,3,24422598,34392456,3,2,1
DO46328,3,34392457,34695441,3,2,1
DO46328,3,39344257,39556843,4,3,1
DO46328,3,39556844,48296249,3,2,1
DO46328,3,48296250,56566099,2,1,1
DO46328,3,56566100,68927902,2,1,1
DO46328,3,68927903,82071002,3,2,1
DO46328,3,82071003,84708533,2,2,0
DO46328,3,84708534,84711064,2,2,0
DO46328,3,84711065,87232851,2,2,0
DO46328,3,87362351,87507426,3,3,0
DO46328,3,100228028,100398847,5,5,0
DO46328,3,118337188,118590386,2,1,1
DO46328,3,123824073,123931567,3,2,1
DO46328,4,50084,935842,4,2,2
DO46328,4,1150159,7012173,4,2,2
DO46328,4,7051348,12519717,4,2,2
DO46328,4,12581920,16398145,3,2,1
DO46328,4,35865373,48199999,3,2,1
DO46328,4,48200000,52699999,3,2,1
DO46328,4,52700000,58317059,3,2,1
DO46328,4,58564111,60937866,3,2,1
DO46328,4,60937867,62014608,4,2,2
DO46328,4,73029252,73402763,7,5,2
DO46328,4,73403297,73809775,5,3,2
DO46328,4,92746642,166715507,3,2,1
DO46328,4,166715508,166715557,3,2,1
DO46328,4,166715558,189139780,3,2,1
DO46328,4,189139781,191154275,3,2,1
DO46328,5,18062560,20430058,3,2,1
DO46328,5,20430106,21523730,4,2,2
DO46328,5,21523731,22313272,5,3,2
DO46328,5,22313273,22461744,4,2,2
DO46328,5,22608118,23300610,3,2,1
DO46328,5,23300611,23698851,4,2,2
DO46328,5,23698852,25844708,3,2,1
DO46328,5,25846317,26110197,2,2,0
DO46328,5,26110198,26272351,3,2,1
DO46328,5,30660204,40509626,2,2,0
DO46328,5,41444781,43465039,2,2,0
DO46328,5,50700000,51147951,1,1,0
DO46328,5,51147952,51906588,2,2,0
DO46328,5,51906589,59289389,1,1,0
DO46328,5,59289390,180719705,2,1,1
DO46328,6,206092,20669070,3,2,1
DO46328,6,66725440,109436082,3,2,1
DO46328,6,109606176,109647383,5,3,2
DO46328,6,109647384,109661405,3,2,1
DO46328,6,109662369,135246475,3,2,1
DO46328,6,135246476,135871118,4,2,2
DO46328,6,135871119,170878886,3,2,1
DO46328,7,40386,8434954,2,2,0
DO46328,7,8434955,9164935,3,2,1
DO46328,7,9164936,34119830,2,2,0
DO46328,7,34119831,35043735,3,2,1
DO46328,7,35043736,39810191,4,2,2
DO46328,7,39810192,41767991,3,2,1
DO46328,7,41767992,57484050,2,2,0
DO46328,7,61890936,72988858,3,2,1
DO46328,7,73520426,75279302,2,1,1
DO46328,7,75279303,78287833,3,2,1
DO46328,7,78287834,82609897,4,3,1
DO46328,7,82609898,82644482,3,2,1
DO46328,7,82644483,109451941,4,3,1
DO46328,7,109451942,109834738,3,2,1
DO46328,7,109834739,129803536,4,3,1
DO46328,7,129806958,130164944,6,3,3
DO46328,8,1430337,1462110,3,2,1
DO46328,9,232180,39084505,3,2,1
DO46328,9,69837500,88492571,2,1,1
DO46328,9,88806458,100870444,2,1,1
DO46328,10,95096,7297712,6,3,3
DO46328,10,7297713,7303782,6,3,3
DO46328,10,7303783,14407423,6,3,3
DO46328,10,30517371,31046967,6,4,2
DO46328,10,42546801,49332202,2,2,0
DO46328,10,49332203,74666965,2,2,0
DO46328,10,74666966,75998090,5,3,2
DO46328,10,75998091,76317258,6,4,2
DO46328,10,77670086,78461821,7,5,2
DO46328,10,78461822,78739384,8,6,2
DO46328,10,78739385,78774390,7,5,2
DO46328,10,78880291,79071008,7,5,2
DO46328,10,79300187,79541017,7,5,2
DO46328,10,79541018,81275680,3,2,1
DO46328,10,81275681,83185907,4,2,2
DO46328,10,83535044,83612954,6,4,2
DO46328,10,83612955,84230223,7,5,2
DO46328,10,84246375,101655981,2,2,0
DO46328,10,101655982,102190124,1,1,0
DO46328,10,102190125,135389924,2,2,0
DO46328,11,237839,21263163,2,1,1
DO46328,11,21263164,45480008,3,2,1
DO46328,11,55700000,55945888,3,2,1
DO46328,11,55968878,56269510,3,2,1
DO46328,11,56269511,61087175,3,2,1
DO46328,11,61187491,67733294,3,2,1
DO46328,11,67733295,68725277,5,4,1
DO46328,12,88019073,88838719,4,2,2
DO46328,12,132349401,133851894,5,3,2
DO46328,13,16300000,19499999,3,2,1
DO46328,13,19500000,21588107,3,2,1
DO46328,13,21588108,22879935,2,1,1
DO46328,13,23014510,32316039,2,1,1
DO46328,13,32317204,34620309,6,5,1
DO46328,13,34620310,35827545,5,4,1
DO46328,13,35839666,39444112,3,2,1
DO46328,13,39444113,42421973,2,1,1
DO46328,13,42421974,44109524,3,2,1
DO46328,13,44109525,44114300,3,2,1
DO46328,13,44117821,44827842,3,2,1
DO46328,13,44827870,46642564,5,4,1
DO46328,13,46651014,47478050,7,6,1
DO46328,13,47478051,47832658,2,1,1
DO46328,13,47846627,84728154,2,1,1
DO46328,13,84728155,89550053,3,2,1
DO46328,13,89550054,93501981,2,1,1
DO46328,13,93501982,94106882,3,2,1
DO46328,13,94118562,95285715,5,4,1
DO46328,13,95293274,95587666,3,2,1
DO46328,13,95587667,95587953,3,2,1
DO46328,13,95587954,96430534,3,2,1
DO46328,13,96430535,96688702,2,1,1
DO46328,13,96688703,96688821,2,1,1
DO46328,13,96688822,97032917,2,1,1
DO46328,13,97032918,97043858,3,2,1
DO46328,13,97043859,99719015,3,2,1
DO46328,13,99719016,112150747,2,1,1
DO46328,14,24139857,26648638,1,1,0
DO46328,14,28606747,33614946,1,1,0
DO46328,14,37841293,42788205,2,1,1
DO46328,14,42788206,42788350,2,1,1
DO46328,14,42788351,50115237,2,1,1
DO46328,14,50115238,50168132,3,2,1
DO46328,14,50168133,50610171,4,3,1
DO46328,14,50704798,73037759,2,1,1
DO46328,14,73037760,73145908,3,2,1
DO46328,14,73145952,73858778,2,1,1
DO46328,14,73858779,74038868,3,2,1
DO46328,14,74038869,85891437,2,1,1
DO46328,14,85891438,87010115,3,2,1
DO46328,14,87010116,87583564,2,1,1
DO46328,14,87583565,87805240,2,1,1
DO46328,14,87805241,88401412,3,2,1
DO46328,14,89354752,92235153,2,1,1
DO46328,14,92280011,97211827,2,1,1
DO46328,14,97212209,101684150,2,1,1
DO46328,14,101684151,102483090,3,2,1
DO46328,14,103424669,103808321,5,4,1
DO46328,15,22650643,37006956,2,2,0
DO46328,15,37051371,38471765,2,2,0
DO46328,15,38471766,38478925,2,2,0
DO46328,15,38478926,41106820,2,2,0
DO46328,15,41106821,41292320,3,3,0
DO46328,15,41292321,42054911,2,2,0
DO46328,15,42054912,42202797,3,3,0
DO46328,15,42202798,45206585,2,2,0
DO46328,15,45210680,57201654,2,2,0
DO46328,15,57201655,60281471,3,2,1
DO46328,15,60281522,60305418,2,1,1
DO46328,15,60327011,61661438,3,2,1
DO46328,15,61661439,66941135,4,3,1
DO46328,15,66941136,67152998,5,4,1
DO46328,15,67152999,76023875,4,3,1
DO46328,15,76023876,86004405,2,1,1
DO46328,15,86004406,87267706,1,1,0
DO46328,15,87267707,98552777,2,1,1
DO46328,15,98552778,100338800,3,2,1
DO46328,15,100338801,102401912,3,2,1
DO46328,16,94080,21518300,2,2,0
DO46328,16,21518301,21821230,3,2,1
DO46328,16,22709971,23377274,4,2,2
DO46328,16,23769865,25589354,4,2,2
DO46328,16,25589355,27450570,2,2,0
DO46328,16,27469786,30229934,2,2,0
DO46328,16,30229935,30560953,3,2,1
DO46328,16,30560954,31946209,4,2,2
DO46328,16,46467500,71935884,3,2,1
DO46328,16,72724016,75813118,3,2,1
DO46328,16,75813119,88827200,4,2,2
DO46328,16,88827201,90354752,4,2,2
DO46328,17,12500,983529,1,1,0
DO46328,17,983530,22199999,2,2,0
DO46328,17,22200000,25799999,2,2,0
DO46328,17,25800000,38380659,2,2,0
DO46328,17,38380660,44253766,3,3,0
DO46328,17,44636203,48821622,3,3,0
DO46328,17,49115101,62761451,3,3,0
DO46328,17,62983426,73474432,3,3,0
DO46328,17,73474433,73687399,4,4,0
DO46328,17,73687400,78774600,3,3,0
DO46328,17,78774601,81195209,3,3,0
DO46328,18,136305,15399999,2,2,0
DO46328,18,26387076,26664376,2,2,0
DO46328,18,62080400,62109731,5,3,2
DO46328,19,8930315,9062273,6,4,2
DO46328,19,16468085,16807275,5,3,2
DO46328,19,16807276,18000205,3,2,1
DO46328,19,18000206,24399999,2,2,0
DO46328,19,28600000,29022738,2,2,0
DO46328,19,29317704,30090945,3,2,1
DO46328,19,31283654,31388775,2,2,0
DO46328,19,34903109,35869255,3,2,1
DO46328,19,35869256,59128982,2,2,0
DO46328,21,14300000,26516894,2,1,1
DO46328,21,26516895,36312317,3,2,1
DO46328,21,36312318,38520009,1,1,0
DO46328,21,38520010,38611069,5,4,1
DO46328,21,38611070,39316736,7,6,1
DO46328,21,39775795,45315011,1,1,0
DO46328,21,45315012,46937500,3,2,1
DO46328,22,17900000,20147826,3,2,1
DO46328,22,20147827,22440835,4,2,2
DO46328,22,22440836,49687500,2,2,0
DO46328,22,49687501,51304565,2,2,0
DO46329,1,247249601,249250620,2,1,1
DO46329,2,11320,17072829,2,1,1
DO46329,2,17072830,17076047,2,1,1
DO46329,2,17076048,28471391,2,1,1
DO46329,2,28471392,28498040,2,1,1
DO46329,2,28498041,35841981,2,1,1
DO46329,2,35841982,35844821,2,1,1
DO46329,2,35844822,43382930,2,1,1
DO46329,2,43450822,47736964,2,1,1
DO46329,2,52813720,73599792,2,1,1
DO46329,2,73599793,73635610,1,1,0
DO46329,2,74192687,79540272,1,1,0
DO46329,2,79540273,79543687,1,1,0
DO46329,2,79543688,88925534,1,1,0
DO46329,2,88925535,88928533,1,1,0
DO46329,2,103870186,111433266,2,1,1
DO46329,2,111440347,115061425,2,1,1
DO46329,2,115068786,150896772,2,1,1
DO46329,2,150896773,150898333,2,1,1
DO46329,2,150898334,154324645,2,1,1
DO46329,2,154324646,154336258,2,1,1
DO46329,2,154336259,179875618,2,1,1
DO46329,2,179875619,179878411,2,1,1
DO46329,2,179878412,189651503,2,1,1
DO46329,2,189651504,189658250,2,1,1
DO46329,2,189658251,194066276,2,1,1
DO46329,2,194066277,194067540,2,1,1
DO46329,2,194067541,202064314,2,1,1
DO46329,2,202077682,219309710,2,1,1
DO46329,2,219309711,219319884,2,1,1
DO46329,2,219319885,223110140,2,1,1
DO46329,2,223110141,225159587,3,2,1
DO46329,2,234434296,242974900,1,1,0
DO46329,4,2614495,2823030,3,2,1
DO46329,4,5154484,5352426,3,2,1
DO46329,4,26077204,26245695,3,2,1
DO46329,4,26459728,26502381,3,2,1
DO46329,4,37249562,37298712,3,2,1
DO46329,4,73670882,73672142,1,1,0
DO46329,5,53100022,70994892,1,1,0
DO46329,6,1616732,12287971,1,1,0
DO46329,6,12287972,12290222,1,1,0
DO46329,6,12290223,18625252,1,1,0
DO46329,6,18625253,45376243,2,1,1
DO46329,6,45402984,49869763,2,1,1
DO46329,6,49874849,52860404,2,1,1
DO46329,6,52865054,54911416,2,1,1
DO46329,6,54911417,54913469,2,1,1
DO46329,6,54913470,58699999,2,1,1
DO46329,6,63300000,66871796,2,1,1
DO46329,6,66875397,76615753,2,1,1
DO46329,6,76615754,76620008,2,1,1
DO46329,6,76620009,90893561,2,1,1
DO46329,6,90904882,96346176,2,1,1
DO46329,6,96346177,96347112,2,1,1
DO46329,6,96347113,120322265,2,1,1
DO46329,6,120322266,146828188,1,1,0
DO46329,6,158123808,170919735,1,1,0
DO46329,7,40386,25135945,1,1,0
DO46329,7,69253701,81555197,1,1,0
DO46329,7,81555198,82356315,2,1,1
DO46329,7,82356316,82357474,2,1,1
DO46329,7,82357475,87536942,2,1,1
DO46329,7,87536943,87539987,2,1,1
DO46329,7,87539988,93643414,2,1,1
DO46329,7,93647644,95957626,2,1,1
DO46329,7,95957627,95965176,2,1,1
DO46329,7,95965203,118758234,2,1,1
DO46329,7,118771912,121556932,2,1,1
DO46329,7,121567350,134904891,2,1,1
DO46329,7,134904892,134905803,2,1,1
DO46329,7,134905804,136625543,2,1,1
DO46329,7,136629138,158821400,2,1,1
DO46329,8,30642416,38744803,2,1,1
DO46329,8,38752453,40841304,2,1,1
DO46329,8,40841305,40841351,2,1,1
DO46329,8,40841352,43099999,2,1,1
DO46329,9,43841493,45627629,1,1,0
DO46329,11,13238823,13241289,1,1,0
DO46329,11,69226810,69692507,3,2,1
DO46329,11,69692508,69692582,3,2,1
DO46329,11,69692583,73539643,3,2,1
DO46329,11,82312674,82333921,6,3,3
DO46329,12,2065606,5707380,3,2,1
DO46329,12,5707381,29609782,2,1,1
DO46329,12,29609783,29614978,2,1,1
DO46329,12,29614979,33299999,2,1,1
DO46329,12,38200000,50264338,2,1,1
DO46329,12,50271546,69666789,2,1,1
DO46329,12,69720839,70292486,2,1,1
DO46329,12,70318248,71384017,2,1,1
DO46329,12,71389859,80483569,2,1,1
DO46329,12,80483570,80492436,2,1,1
DO46329,12,80492437,95700322,2,1,1
DO46329,12,95703167,97763325,2,1,1
DO46329,12,98061897,99978803,2,1,1
DO46329,12,99981821,104651487,2,1,1
DO46329,12,104651488,104651518,2,1,1
DO46329,12,104651519,108812364,2,1,1
DO46329,12,109910845,110001320,2,1,1
DO46329,12,113992076,117328377,2,1,1
DO46329,12,117328378,118106713,1,1,0
DO46329,12,118106714,118245218,2,1,1
DO46329,12,118245219,118260705,1,1,0
DO46329,12,121332732,124084072,1,1,0
DO46329,12,124084073,124092878,1,1,0
DO46329,12,124092879,128627810,1,1,0
DO46329,12,128633811,132349400,1,1,0
DO46329,13,19500000,34824965,1,1,0
DO46329,13,34834197,38743943,1,1,0
DO46329,13,38791979,45119969,1,1,0
DO46329,13,45119970,75666784,2,2,0
DO46329,13,75666785,75676414,2,2,0
DO46329,13,75676415,93763948,2,2,0
DO46329,13,93765758,100266211,2,2,0
DO46329,13,100266212,100266964,2,2,0
DO46329,13,100266965,112504001,2,2,0
DO46329,13,112504002,112521388,2,2,0
DO46329,13,113387571,114142800,2,2,0
DO46329,15,22040468,25586900,1,1,0
DO46329,15,25586901,25588957,1,1,0
DO46329,15,100338801,102531391,1,1,0
DO46329,16,88827201,90146043,1,1,0
DO46329,17,27031264,38689720,1,1,0
DO46329,17,78774601,81195209,2,2,0
DO46329,18,76117001,78077247,1,1,0
DO46329,19,28600000,39298191,2,1,1
DO46329,19,39298192,39299642,2,1,1
DO46329,19,39299643,45883184,2,1,1
DO46329,20,55741920,56542342,1,1,0
DO46329,20,56544987,62432500,2,2,0
DO46329,21,14446694,15990380,2,1,1
DO46329,21,16006283,34113545,2,1,1
DO46329,21,46944201,48129894,2,1,1
DO46329,22,49691401,51304565,1,1,0
DO46330,1,19668635,21574490,4,2,2
DO46330,1,22398662,33983672,4,2,2
DO46330,1,33983673,33983862,4,2,2
DO46330,2,98772500,109096400,4,3,1
DO46330,2,109096401,111571681,4,3,1
DO46330,2,111898258,117803251,4,3,1
DO46330,2,117803252,117804202,4,3,1
DO46330,2,117804203,134755629,4,3,1
DO46330,2,145617208,154792086,4,3,1
DO46330,2,154792087,154795406,4,3,1
DO46330,2,154795407,161440636,4,3,1
DO46330,2,166150453,169837869,4,3,1
DO46330,2,169837870,213097148,4,3,1
DO46330,2,241755438,242950200,3,2,1
DO46330,3,72970426,73067986,3,2,1
DO46330,5,22631125,43369327,5,4,1
DO46330,5,51301568,56129188,3,2,1
DO46330,5,56188335,67871588,3,2,1
DO46330,6,7177836,12785876,4,2,2
DO46330,6,37669452,48856805,4,3,1
DO46330,6,48856806,48858503,4,3,1
DO46330,7,7281265,7400529,6,4,2
DO46330,7,64433932,65574300,5,3,2
DO46330,8,48100000,55057401,4,3,1
DO46330,12,1770660,8989337,4,3,1
DO46330,12,8989338,8990460,4,3,1
DO46330,14,56936375,68750717,2,1,1
DO46330,14,68906813,69050092,4,3,1
DO46331,2,55219,7449533,2,1,1
DO46331,2,7459594,50160430,2,1,1
DO46331,2,50304153,90499999,2,1,1
DO46331,2,90500000,96799999,2,1,1
DO46331,2,136712007,136853072,1,1,0
DO46331,2,136853073,136853193,1,1,0
DO46331,2,136853194,147845362,1,1,0
DO46331,2,147845363,158598939,2,1,1
DO46331,2,158598940,158618682,2,1,1
DO46331,2,158618732,199309339,2,1,1
DO46331,2,199416552,207558954,2,1,1
DO46331,2,207558955,207565289,2,1,1
DO46331,2,207565290,242984903,2,1,1
DO46331,3,61576318,87899999,2,1,1
DO46331,3,87900000,93899999,2,1,1
DO46331,3,93900000,134301724,2,1,1
DO46331,6,214005,58699999,2,1,1
DO46331,6,58700000,63299999,2,1,1
DO46331,6,63300000,143394487,2,1,1
DO46331,6,143534650,147191395,2,1,1
DO46331,6,147199387,170898626,2,1,1
DO46331,7,56114512,57999999,1,1,0
DO46331,7,61842500,144024610,2,1,1
DO46331,7,144024611,158821400,1,1,0
DO46331,8,38088923,38632568,5,4,1
DO46331,8,40948022,41059310,2,1,1
DO46331,8,41059311,41075002,2,1,1
DO46331,8,41075003,43099999,2,1,1
DO46331,9,140273201,141058424,1,1,0
DO46331,12,110107,2952660,2,1,1
DO46331,12,28886094,33299999,4,3,1
DO46331,12,38200000,102724124,2,1,1
