start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
12500001,13000000,1,208,0.462062,0.982103,1.02629800916385,1.99510179528259,TRUE,TRUE,202.670177806797,35,NA,2,2,SA01-Library-2-2
13000001,13500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-2-2
13500001,14000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-2-2
14000001,14500000,1,195,0.4314,0.996742,1.03171820385273,2.00563854002729,TRUE,TRUE,189.005097779427,35,NA,2,2,SA01-Library-2-2
14500001,15000000,1,200,0.431124,0.996247,1.05886339959999,2.05840823097972,TRUE,TRUE,188.881776512017,35,NA,2,2,SA01-Library-2-2
15000001,15500000,1,203,0.494934,0.999853,0.934438794534428,1.8165294094999,TRUE,TRUE,217.242692819857,35,NA,2,2,SA01-Library-2-2
15500001,16000000,1,206,0.472726,0.998952,0.993218955665412,1.9307968093704,TRUE,TRUE,207.406432212109,35,NA,2,2,SA01-Library-2-2
16000001,16500000,1,227,0.513082,0.997441,1.00775329289908,1.9590512559826,TRUE,TRUE,225.253543302223,35,NA,2,2,SA01-Library-2-2
16500001,17000000,1,210,0.479312,0.985594,0.998443905202215,1.94095400163625,TRUE,TRUE,210.327289200557,35,NA,2,2,SA01-Library-2-2
17000001,17500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-2-2
17500001,18000000,1,199,0.513392,0.999589,0.882913392121836,1.71636510835332,TRUE,TRUE,225.39017051464,35,NA,2,2,SA01-Library-2-2
18000001,18500000,1,214,0.494528,0.999523,0.985887991531301,1.91654556891732,TRUE,TRUE,217.063197683959,35,NA,2,2,SA01-Library-2-2
18500001,19000000,1,214,0.488698,0.999556,0.997741703448638,1.93958893616141,TRUE,TRUE,214.484369311537,35,NA,2,2,SA01-Library-2-2
19000001,19500000,1,229,0.49686,0.999692,1.05000585096992,2.04118934229838,TRUE,TRUE,218.094022798508,35,NA,2,2,SA01-Library-2-2
19500001,20000000,1,185,0.477782,0.998335,0.882427172541926,1.71541990769219,TRUE,TRUE,209.649029128475,35,NA,2,2,SA01-Library-2-2
20000001,20500000,1,211,0.462494,0.999567,1.040114873987,2.02196149058328,TRUE,TRUE,202.862208085908,35,NA,2,2,SA01-Library-2-2
20500001,21000000,1,215,0.485118,0.99975,1.00986591729243,1.96315815347467,TRUE,TRUE,212.899550641772,35,NA,2,2,SA01-Library-2-2
21000001,21500000,1,182,0.41547,0.995106,1.00067043099232,1.94528232105363,TRUE,TRUE,181.878063309534,35,NA,2,2,SA01-Library-2-2
21500001,22000000,1,221,0.505598,0.997961,0.995706595823232,1.93563272963973,TRUE,TRUE,221.952933652389,35,NA,2,2,SA01-Library-2-2
22000001,22500000,1,210,0.48992,0.992288,0.976630102811753,1.89854842750228,TRUE,TRUE,215.025114826384,35,NA,2,2,SA01-Library-2-2
22500001,23000000,1,224,0.493016,0.999995,1.03514585700849,2.01230182584059,TRUE,TRUE,216.394625436985,35,NA,2,2,SA01-Library-2-2
23000001,23500000,1,215,0.47373,0.998816,1.03439030732845,2.01083305311607,TRUE,TRUE,207.85190897166,35,NA,2,2,SA01-Library-2-2
23500001,24000000,1,214,0.472092,0.999129,1.03319208440283,2.00850373289065,TRUE,TRUE,207.125086642228,35,NA,2,2,SA01-Library-2-2
24000001,24500000,1,194,0.473276,0.917174,0.934262238587043,1.81618618844281,TRUE,TRUE,207.650477550502,35,NA,2,2,SA01-Library-2-2
24500001,25000000,1,197,0.456138,0.999192,0.98482530864831,1.91447973569077,TRUE,TRUE,200.035476617052,35,NA,2,2,SA01-Library-2-2
25000001,25500000,1,213,0.482684,0.99398,1.00556360931265,1.95479455703613,TRUE,TRUE,211.821507886104,35,NA,2,2,SA01-Library-2-2
25500001,26000000,1,191,0.465824,0.98842,0.934707606909636,1.81705197511689,TRUE,TRUE,204.341976665292,35,NA,2,2,SA01-Library-2-2
26000001,26500000,1,233,0.487938,0.999261,1.08803254064056,2.11511242911443,TRUE,TRUE,214.148006881141,35,NA,2,2,SA01-Library-2-2
26500001,27000000,1,226,0.48615,0.997855,1.05925996619678,2.05917914812283,TRUE,TRUE,213.356500964953,35,NA,2,2,SA01-Library-2-2
27000001,27500000,1,217,0.492838,0.996179,1.00316247341449,1.95012679923248,TRUE,TRUE,216.315906695943,35,NA,2,2,SA01-Library-2-2
27500001,28000000,1,236,0.498338,0.998121,1.07887124207718,2.09730305693626,TRUE,TRUE,218.747141267406,35,NA,2,2,SA01-Library-2-2
28000001,28500000,1,190,0.444136,0.99659,0.975912427861129,1.89715328245704,TRUE,TRUE,194.689599779374,35,NA,2,2,SA01-Library-2-2
28500001,29000000,1,205,0.460588,0.998864,1.01477683806432,1.9727048804107,TRUE,TRUE,202.014859139903,35,NA,2,2,SA01-Library-2-2
29000001,29500000,1,210,0.449012,0.99845,1.06673312245475,2.07370680708112,TRUE,TRUE,196.862734998563,35,NA,2,2,SA01-Library-2-2
29500001,30000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-2-2
30000001,30500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-2-2
30500001,31000000,1,199,0.481586,0.990276,0.941632734567872,1.83051427797643,TRUE,TRUE,211.335048893902,35,NA,2,2,SA01-Library-2-2
31000001,31500000,1,196,0.479274,0.995912,0.931955611684375,1.81170215414335,TRUE,TRUE,210.310445629227,35,NA,2,2,SA01-Library-2-2
31500001,32000000,1,224,0.46007,0.998933,1.11009503445668,2.15800145416165,TRUE,TRUE,201.784525691203,35,NA,2,2,SA01-Library-2-2
32000001,32500000,1,197,0.488656,0.998856,0.918561451532849,1.7856641878548,TRUE,TRUE,214.465781980352,35,NA,2,2,SA01-Library-2-2
32500001,33000000,1,210,0.475456,0.999334,1.00662665343027,1.95686109249522,TRUE,TRUE,208.617563705853,35,NA,2,2,SA01-Library-2-2
33000001,33500000,1,211,0.469764,0.997896,1.02381584326379,1.99027651685549,TRUE,TRUE,206.091751156496,35,NA,2,2,SA01-Library-2-2
33500001,34000000,1,215,0.465568,0.994841,1.05274370387084,2.04651167089017,TRUE,TRUE,204.228245877381,35,NA,2,2,SA01-Library-2-2
34000001,34500000,1,201,0.452504,0.995746,1.01301311097004,1.96927623194722,TRUE,TRUE,198.417965002967,35,NA,2,2,SA01-Library-2-2
34500001,35000000,1,209,0.439524,0.989484,1.08496748752819,2.10915403017715,TRUE,TRUE,192.632500422802,35,NA,2,2,SA01-Library-2-2
35000001,35500000,1,179,0.452928,0.988414,0.901278576821326,1.75206664205746,TRUE,TRUE,198.606740028489,35,NA,2,2,SA01-Library-2-2
35500001,36000000,1,180,0.413266,0.997992,0.995077036981182,1.93440888046064,TRUE,TRUE,180.890517327257,35,NA,2,2,SA01-Library-2-2
36000001,36500000,1,183,0.434636,0.999594,0.960879228944051,1.86792905919977,TRUE,TRUE,190.450573274548,35,NA,2,2,SA01-Library-2-2
36500001,37000000,1,225,0.486274,0.999791,1.05430168885609,2.04954036101071,TRUE,TRUE,213.411400530073,35,NA,2,2,SA01-Library-2-2
37000001,37500000,1,211,0.48945,0.998553,0.982230706831592,1.90943588420089,TRUE,TRUE,214.817148896341,35,NA,2,2,SA01-Library-2-2
37500001,38000000,1,223,0.47098,0.996122,1.07921563534813,2.09797255022867,TRUE,TRUE,206.631550448271,35,NA,2,2,SA01-Library-2-2
38000001,38500000,1,200,0.475414,0.998645,0.958777665387716,1.86384366374279,TRUE,TRUE,208.598935102564,35,NA,2,2,SA01-Library-2-2
38500001,39000000,1,181,0.45753,0.99888,0.902046684697064,1.75355982765089,TRUE,TRUE,200.65480320543,35,NA,2,2,SA01-Library-2-2
39000001,39500000,1,219,0.44863,0.997265,1.11341279140856,2.16445110406052,TRUE,TRUE,196.69254897184,35,NA,2,2,SA01-Library-2-2
39500001,40000000,1,191,0.439456,0.998169,0.991681513566328,1.92780805418951,TRUE,TRUE,192.602158442097,35,NA,2,2,SA01-Library-2-2
40000001,40500000,1,217,0.474774,0.99749,1.0416913964553,2.02502621718191,TRUE,TRUE,208.315054476224,35,NA,2,2,SA01-Library-2-2
40500001,41000000,1,208,0.424226,0.991994,1.11949655709405,2.17627781689911,TRUE,TRUE,185.797802308494,35,NA,2,2,SA01-Library-2-2
41000001,41500000,1,221,0.469254,0.999377,1.07351737248519,2.08689524678822,TRUE,TRUE,205.865322410559,35,NA,2,2,SA01-Library-2-2
41500001,42000000,1,195,0.459646,0.997271,0.967281214955218,1.88037438567434,TRUE,TRUE,201.595975384499,35,NA,2,2,SA01-Library-2-2
42000001,42500000,1,174,0.458744,0.993945,0.864833412074553,1.68121800650871,TRUE,TRUE,201.194816910011,35,NA,2,2,SA01-Library-2-2
42500001,43000000,1,204,0.410184,0.992973,1.13643351435539,2.20920290643159,TRUE,TRUE,179.508961521355,35,NA,2,2,SA01-Library-2-2
43000001,43500000,1,214,0.444082,0.998365,1.09932152595345,2.13705797968899,TRUE,TRUE,194.665523186582,35,NA,2,2,SA01-Library-2-2
43500001,44000000,1,201,0.46556,0.994952,0.984210079178652,1.91328374251095,TRUE,TRUE,204.224691711895,35,NA,2,2,SA01-Library-2-2
44000001,44500000,1,225,0.489678,0.999805,1.04691073684846,2.0351725053902,TRUE,TRUE,214.918036543711,35,NA,2,2,SA01-Library-2-2
44500001,45000000,1,208,0.448976,0.999575,1.05665984333852,2.05412456384404,TRUE,TRUE,196.846696987011,35,NA,2,2,SA01-Library-2-2
45000001,45500000,1,211,0.4763,0.998335,1.00960859245205,1.96265791938433,TRUE,TRUE,208.991882178362,35,NA,2,2,SA01-Library-2-2
45500001,46000000,1,202,0.426884,0.991461,1.08029151479821,2.10006403730474,TRUE,TRUE,186.986565415847,35,NA,2,2,SA01-Library-2-2
46000001,46500000,1,198,0.42514,0.992621,1.06333480674496,2.06710055264722,TRUE,TRUE,186.206638533831,35,NA,2,2,SA01-Library-2-2
46500001,47000000,1,217,0.477598,0.994435,1.0354661525158,2.01292447358612,TRUE,TRUE,209.567448895138,35,NA,2,2,SA01-Library-2-2
47000001,47500000,1,182,0.432612,0.993806,0.960186185387435,1.86658179706765,TRUE,TRUE,189.546572081292,35,NA,2,2,SA01-Library-2-2
47500001,48000000,1,207,0.44435,0.995963,1.06271010053126,2.06588613687583,TRUE,TRUE,194.78501229688,35,NA,2,2,SA01-Library-2-2
48000001,48500000,1,220,0.47836,0.998098,1.04809178129128,2.03746843100553,TRUE,TRUE,209.905281128102,35,NA,2,2,SA01-Library-2-2
48500001,49000000,1,162,0.40629,0.98244,0.911328800184355,1.77160406539408,TRUE,TRUE,177.76240580483,35,NA,2,2,SA01-Library-2-2
49000001,49500000,1,197,0.42157,0.994978,1.06711786798368,2.07445474431635,TRUE,TRUE,184.609409991636,35,NA,2,2,SA01-Library-2-2
49500001,50000000,1,180,0.378352,0.987045,1.08959813099911,2.1181559039211,TRUE,TRUE,165.198521252003,35,NA,2,2,SA01-Library-2-2
50000001,50500000,1,177,0.371538,0.98492,1.09174723866334,2.12233372412622,TRUE,TRUE,162.125438683689,35,NA,2,2,SA01-Library-2-2
50500001,51000000,1,175,0.418322,0.998959,0.955472661555298,1.85741880564056,TRUE,TRUE,183.155423531573,35,NA,2,2,SA01-Library-2-2
51000001,51500000,1,167,0.382956,0.994276,0.998368214975569,1.94080686142384,TRUE,TRUE,167.272953500514,35,NA,2,2,SA01-Library-2-2
51500001,52000000,1,185,0.412344,0.997733,1.02505971820486,1.99269458364102,TRUE,TRUE,180.477289970952,35,NA,2,2,SA01-Library-2-2
52000001,52500000,1,186,0.413904,0.998198,1.02662364643608,1.99573482730703,TRUE,TRUE,181.176422972234,35,NA,2,2,SA01-Library-2-2
52500001,53000000,1,196,0.41308,0.997076,1.08402786800894,2.10732742954752,TRUE,TRUE,180.807159838056,35,NA,2,2,SA01-Library-2-2
53000001,53500000,1,216,0.431396,0.997921,1.1428371247343,2.22165139064299,TRUE,TRUE,189.003310555052,35,NA,2,2,SA01-Library-2-2
53500001,54000000,1,213,0.492008,0.998528,0.986344836685407,1.91743366631104,TRUE,TRUE,215.948816354919,35,NA,2,2,SA01-Library-2-2
54000001,54500000,1,200,0.459268,0.999284,0.992911260191422,1.93019865582526,TRUE,TRUE,201.427869758917,35,NA,2,2,SA01-Library-2-2
54500001,55000000,1,230,0.487852,0.998269,1.07421447937349,2.08825040795187,TRUE,TRUE,214.109942117091,35,NA,2,2,SA01-Library-2-2
55000001,55500000,1,206,0.48352,0.997482,0.970819658103754,1.88725304490891,TRUE,TRUE,212.191830151408,35,NA,2,2,SA01-Library-2-2
55500001,56000000,1,182,0.41857,0.997849,0.993089462523804,1.93054507742024,TRUE,TRUE,183.266469807736,35,NA,2,2,SA01-Library-2-2
56000001,56500000,1,174,0.399154,0.997716,0.99679871740665,1.9377557910822,TRUE,TRUE,174.558812086649,35,NA,2,2,SA01-Library-2-2
56500001,57000000,1,188,0.40812,0.990909,1.05272974095983,2.04648452728413,TRUE,TRUE,178.583346404359,35,NA,2,2,SA01-Library-2-2
57000001,57500000,1,176,0.402878,0.998922,0.998688573675281,1.94142963201408,TRUE,TRUE,176.231114122294,35,NA,2,2,SA01-Library-2-2
57500001,58000000,1,178,0.405918,0.998621,1.00227767216603,1.94840676417102,TRUE,TRUE,177.595495682671,35,NA,2,2,SA01-Library-2-2
58000001,58500000,1,157,0.4045,0.998451,0.88721031543337,1.72471823710977,TRUE,TRUE,176.959168833955,35,NA,2,2,SA01-Library-2-2
58500001,59000000,1,164,0.413974,0.978084,0.905038353579644,1.75937556918526,TRUE,TRUE,181.20779009126,35,NA,2,2,SA01-Library-2-2
59000001,59500000,1,193,0.422352,0.99495,1.04347246878445,2.02848858441802,TRUE,TRUE,184.959359996174,35,NA,2,2,SA01-Library-2-2
59500001,60000000,1,182,0.407466,0.994132,1.02080885413526,1.98443099308445,TRUE,TRUE,178.289989612379,35,NA,2,2,SA01-Library-2-2
60000001,60500000,1,181,0.39498,0.991859,1.04816212573686,2.03760517913171,TRUE,TRUE,172.683209549054,35,NA,2,2,SA01-Library-2-2
60500001,61000000,1,183,0.37483,0.988528,1.1185098076419,2.17435959666883,TRUE,TRUE,163.610545700811,35,NA,2,2,SA01-Library-2-2
61000001,61500000,1,199,0.399528,0.99414,1.13892082790999,2.21403819179111,TRUE,TRUE,174.726807275253,35,NA,2,2,SA01-Library-2-2
61500001,62000000,1,170,0.395642,0.999885,0.982768211581735,1.91048078215686,TRUE,TRUE,172.98076799451,35,NA,2,2,SA01-Library-2-2
62000001,62500000,1,183,0.402272,0.997222,1.04001468758385,2.02176673031773,TRUE,TRUE,175.959053448701,35,NA,2,2,SA01-Library-2-2
62500001,63000000,1,187,0.430326,0.999605,0.991909911708091,1.92825205538468,TRUE,TRUE,188.525185395095,35,NA,2,2,SA01-Library-2-2
63000001,63500000,1,168,0.385316,0.995687,0.998005812259605,1.9401023581482,TRUE,TRUE,168.335692975202,35,NA,2,2,SA01-Library-2-2
63500001,64000000,1,174,0.392878,0.992088,1.01317017293907,1.96958155711944,TRUE,TRUE,171.738178489058,35,NA,2,2,SA01-Library-2-2
64000001,64500000,1,207,0.412872,0.997637,1.14545673790328,2.22674386367684,TRUE,TRUE,180.713939820117,35,NA,2,2,SA01-Library-2-2
64500001,65000000,1,180,0.408236,0.992826,1.00763915994001,1.958829383905,TRUE,TRUE,178.635375793371,35,NA,2,2,SA01-Library-2-2
65000001,65500000,1,173,0.4055,0.998483,0.975153682320018,1.89567829704567,TRUE,TRUE,177.407933884237,35,NA,2,2,SA01-Library-2-2
65500001,66000000,1,196,0.409854,0.994359,1.09276826501512,2.12431857793017,TRUE,TRUE,179.360991964099,35,NA,2,2,SA01-Library-2-2
66000001,66500000,1,179,0.371378,0.982608,1.10457527530956,2.14727115819926,TRUE,TRUE,162.053238019324,35,NA,2,2,SA01-Library-2-2
66500001,67000000,1,181,0.383796,0.992125,1.07962204159521,2.09876259544548,TRUE,TRUE,167.651264078085,35,NA,2,2,SA01-Library-2-2
67000001,67500000,1,178,0.372432,0.994586,1.09519034591535,2.12902705237834,TRUE,TRUE,162.528824933377,35,NA,2,2,SA01-Library-2-2
67500001,68000000,1,184,0.406774,0.988319,1.03382662127136,2.00973725924876,TRUE,TRUE,177.979553064443,35,NA,2,2,SA01-Library-2-2
68000001,68500000,1,195,0.412032,0.996549,1.08130623437036,2.10203663086142,TRUE,TRUE,180.337441699434,35,NA,2,2,SA01-Library-2-2
68500001,69000000,1,177,0.396932,0.998536,1.01981724427916,1.98250332433087,TRUE,TRUE,173.560508996011,35,NA,2,2,SA01-Library-2-2
69000001,69500000,1,134,0.373348,0.983537,0.822378129475839,1.59868582796445,TRUE,TRUE,162.942076396667,35,NA,2,2,SA01-Library-2-2
69500001,70000000,1,200,0.369204,0.990829,1.24168056004139,2.41380095487504,TRUE,TRUE,161.07202322096,35,NA,2,2,SA01-Library-2-2
70000001,70500000,1,154,0.353898,0.989137,0.999001812674799,1.94203856205654,TRUE,TRUE,154.1538744436,35,NA,2,2,SA01-Library-2-2
70500001,71000000,1,169,0.376878,0.997051,1.027143038179,1.99674451395703,TRUE,TRUE,164.534046104831,35,NA,2,2,SA01-Library-2-2
71000001,71500000,1,177,0.377052,0.99276,1.07525253119213,2.09026835890615,TRUE,TRUE,164.612493219393,35,NA,2,2,SA01-Library-2-2
71500001,72000000,1,201,0.368094,0.986446,1.25178348217099,2.43344082350812,TRUE,TRUE,160.570899730521,35,NA,2,2,SA01-Library-2-2
72000001,72500000,1,164,0.353606,0.989156,1.0647848572437,2.06991942039074,TRUE,TRUE,154.021724561834,35,NA,2,2,SA01-Library-2-2
72500001,73000000,1,180,0.344518,0.998939,1.20075549288474,2.33424348304208,TRUE,TRUE,149.905622807155,35,NA,2,2,SA01-Library-2-2
73000001,73500000,1,164,0.350444,0.995263,1.07477343606754,2.08933700803666,TRUE,TRUE,152.590299030887,35,NA,2,2,SA01-Library-2-2
73500001,74000000,1,167,0.349042,0.995547,1.09900681621577,2.1364461905624,TRUE,TRUE,151.95538147346,35,NA,2,2,SA01-Library-2-2
74000001,74500000,1,179,0.357042,0.999693,1.15056049756266,2.23666546536387,TRUE,TRUE,155.576347683753,35,NA,2,2,SA01-Library-2-2
74500001,75000000,1,176,0.356602,0.98954,1.13272646422402,2.20199647876024,TRUE,TRUE,155.377317965789,35,NA,2,2,SA01-Library-2-2
75000001,75500000,1,157,0.37175,0.995147,0.967814904565004,1.8814118670775,TRUE,TRUE,162.221101637782,35,NA,2,2,SA01-Library-2-2
75500001,76000000,1,142,0.374126,0.985104,0.869602384235315,1.69048878832319,TRUE,TRUE,163.293020550844,35,NA,2,2,SA01-Library-2-2
76000001,76500000,1,160,0.380542,0.991098,0.962779721243895,1.87162357635315,TRUE,TRUE,166.185469500004,35,NA,2,2,SA01-Library-2-2
76500001,77000000,1,185,0.389622,0.996921,1.08648619724791,2.11210637000561,TRUE,TRUE,170.273677170137,35,NA,2,2,SA01-Library-2-2
77000001,77500000,1,164,0.386936,0.991008,0.970041330226351,1.88573999184668,TRUE,TRUE,169.064961347298,35,NA,2,2,SA01-Library-2-2
77500001,78000000,1,155,0.382958,0.996847,0.926624191489009,1.8013379851513,TRUE,TRUE,167.273854302172,35,NA,2,2,SA01-Library-2-2
78000001,78500000,1,181,0.388162,0.995439,1.06711168574497,2.07444272617401,TRUE,TRUE,169.616734984624,35,NA,2,2,SA01-Library-2-2
78500001,79000000,1,179,0.384694,0.992357,1.06512344320624,2.07057762439748,TRUE,TRUE,168.055638190793,35,NA,2,2,SA01-Library-2-2
79000001,79500000,1,156,0.360244,0.990576,0.993476751888179,1.93129795981819,TRUE,TRUE,157.02430852409,35,NA,2,2,SA01-Library-2-2
79500001,80000000,1,171,0.35694,0.994438,1.09946485457045,2.13733660751301,TRUE,TRUE,155.530210255613,35,NA,2,2,SA01-Library-2-2
80000001,80500000,1,151,0.355616,0.993634,0.974625789947937,1.89465208535097,TRUE,TRUE,154.931258291519,35,NA,2,2,SA01-Library-2-2
80500001,81000000,1,167,0.35124,0.992152,1.09185497999118,2.12254317100682,TRUE,TRUE,152.950715122763,35,NA,2,2,SA01-Library-2-2
81000001,81500000,1,144,0.351246,0.986116,0.941463022098079,1.83018436049618,TRUE,TRUE,152.953431648427,35,NA,2,2,SA01-Library-2-2
81500001,82000000,1,192,0.368816,0.99803,1.19331099868048,2.31977154251479,TRUE,TRUE,160.896866124846,35,NA,2,2,SA01-Library-2-2
82000001,82500000,1,160,0.364988,0.998756,1.00522610135325,1.95413844864488,TRUE,TRUE,159.168171006111,35,NA,2,2,SA01-Library-2-2
82500001,83000000,1,157,0.371044,0.988183,0.969719351977614,1.88511407288712,TRUE,TRUE,161.902513010408,35,NA,2,2,SA01-Library-2-2
83000001,83500000,1,153,0.36098,0.995969,0.97231122036035,1.89015261063868,TRUE,TRUE,157.357023961213,35,NA,2,2,SA01-Library-2-2
83500001,84000000,1,183,0.367092,0.933842,1.14290385341511,2.22178110979833,TRUE,TRUE,160.118455680395,35,NA,2,2,SA01-Library-2-2
84000001,84500000,1,183,0.3813,0.996867,1.09892097586821,2.1362793187279,TRUE,TRUE,166.526987853171,35,NA,2,2,SA01-Library-2-2
84500001,85000000,1,166,0.374536,0.98507,1.01542747936453,1.97396971344608,TRUE,TRUE,163.477947340843,35,NA,2,2,SA01-Library-2-2
85000001,85500000,1,178,0.403988,0.99939,1.00718967978295,1.957955603911,TRUE,TRUE,176.729372404172,35,NA,2,2,SA01-Library-2-2
85500001,86000000,1,196,0.395116,0.996336,1.13462471587199,2.20568664013339,TRUE,TRUE,172.744342035039,35,NA,2,2,SA01-Library-2-2
86000001,86500000,1,179,0.377086,0.974024,1.08730102936287,2.11369038653971,TRUE,TRUE,164.627821703515,35,NA,2,2,SA01-Library-2-2
86500001,87000000,1,171,0.378056,0.990248,1.03595491633852,2.01387462020189,TRUE,TRUE,165.065098203677,35,NA,2,2,SA01-Library-2-2
87000001,87500000,1,177,0.38553,0.984248,1.05086894648968,2.04286718187871,TRUE,TRUE,168.432039590902,35,NA,2,2,SA01-Library-2-2
87500001,88000000,1,189,0.403886,0.999267,1.06970884876507,2.07949155658952,TRUE,TRUE,176.683590322911,35,NA,2,2,SA01-Library-2-2
88000001,88500000,1,166,0.380748,0.998117,0.998326375509061,1.94072552637886,TRUE,TRUE,166.278287414128,35,NA,2,2,SA01-Library-2-2
88500001,89000000,1,178,0.373594,0.994112,1.09166925732156,2.12218213003405,TRUE,TRUE,163.05304817022,35,NA,2,2,SA01-Library-2-2
89000001,89500000,1,177,0.38298,0.999074,1.05808236686627,2.05688991973355,TRUE,TRUE,167.283763100809,35,NA,2,2,SA01-Library-2-2
89500001,90000000,1,172,0.390624,0.990267,1.0074714200081,1.95850330099701,TRUE,TRUE,170.724445958593,35,NA,2,2,SA01-Library-2-2
90000001,90500000,1,190,0.40092,0.988575,1.08353494662853,2.10636920072684,TRUE,TRUE,175.351981577699,35,NA,2,2,SA01-Library-2-2
90500001,91000000,1,174,0.38393,0.990753,1.03749526503171,2.01686902574073,TRUE,TRUE,167.711608779903,35,NA,2,2,SA01-Library-2-2
91000001,91500000,1,191,0.38992,0.997677,1.12084106832198,2.17889151851469,TRUE,TRUE,170.407745931319,35,NA,2,2,SA01-Library-2-2
91500001,92000000,1,164,0.395064,0.983632,0.949508342202422,1.84582429396626,TRUE,TRUE,172.720968011293,35,NA,2,2,SA01-Library-2-2
92000001,92500000,1,206,0.421956,0.997822,1.114826277899,2.16719889213914,TRUE,TRUE,184.782153133515,35,NA,2,2,SA01-Library-2-2
92500001,93000000,1,184,0.394204,0.996067,1.06769184570343,2.07557054495993,TRUE,TRUE,172.334368516952,35,NA,2,2,SA01-Library-2-2
93000001,93500000,1,161,0.393194,0.99519,0.936698558389305,1.82092234301777,TRUE,TRUE,171.880268799438,35,NA,2,2,SA01-Library-2-2
