"chr","start","end","reads","gc","map","true_CN","valid","ideal","cor.gc","cor.map","copy_log2","multiplier","copy","state"
"1",31500001,3.2e+07,199,0.46007,0.998933,2,TRUE,TRUE,0.960307276552635,0.960305983610647,-0.0584339279059414,2,4.80146226793762,5
"1",32000001,32500000,232,0.488656,0.998856,2,TRUE,TRUE,1.06198338075127,1.06201335629514,0.0868019101529803,2,5.309834941748,5
"1",32500001,3.3e+07,219,0.475456,0.999334,2,TRUE,TRUE,1.02480659473189,1.02464741669877,0.035127560767422,2,5.12395388089002,5
"1",33000001,33500000,212,0.469764,0.997896,2,TRUE,TRUE,1.00136108445113,1.00175869245207,0.00253502836425733,2,5.00672813896947,5
"1",33500001,3.4e+07,196,0.465568,0.994841,2,TRUE,TRUE,0.933707801483283,0.935176189305412,-0.0966898972764698,2,4.66846694549153,5
"1",34000001,34500000,218,0.452504,0.995746,2,TRUE,TRUE,1.07132340516016,1.07263481941954,0.101158991392808,2,5.35653434294584,5
"1",34500001,3.5e+07,193,0.439524,0.989484,2,TRUE,TRUE,0.977150071332725,0.977569341011902,-0.0327290554996289,2,4.88567494194081,5
"1",35000001,35500000,199,0.452928,0.988414,2,TRUE,TRUE,0.976997145354572,0.977493027563598,-0.0328416831428668,2,4.8849103238526,5
"1",35500001,3.6e+07,189,0.413266,0.997992,2,TRUE,TRUE,1.01309610470459,1.01346099270334,0.0192905617042303,2,5.06540233454855,5
"1",36000001,36500000,195,0.434636,0.999594,2,TRUE,TRUE,0.996929195356863,0.996674842740447,-0.00480518131511822,2,4.98456903554352,5
"1",36500001,3.7e+07,198,0.486274,0.999791,2,TRUE,TRUE,0.910620346043139,0.910319159316737,-0.13555564975525,2,4.55303145013999,5
"1",37000001,37500000,201,0.48945,0.998553,2,TRUE,TRUE,0.918665978349535,0.918798828693955,-0.122179077351434,2,4.59325899072423,5
"1",37500001,3.8e+07,224,0.47098,0.996122,2,TRUE,TRUE,1.05593389291,1.05707363886206,0.0800758826057259,2,5.2795879694305,5
"1",38000001,38500000,217,0.475414,0.998645,2,TRUE,TRUE,1.01551831064621,1.01562927732688,0.0223738889573448,2,5.07751317731505,5
"1",38500001,3.9e+07,203,0.45753,0.99888,2,TRUE,TRUE,0.985588032534337,0.985606767031906,-0.0209159334874044,2,4.92786409672187,5
"1",39000001,39500000,184,0.44863,0.997265,2,TRUE,TRUE,0.912713476124368,0.913297295369774,-0.130843533977406,2,4.56349693900204,5
"1",39500001,4e+07,204,0.439456,0.998169,2,TRUE,TRUE,1.0329954958319,1.03329728604288,0.0472553862419533,2,5.16489775438512,5
"1",40000001,40500000,225,0.474774,0.99749,2,TRUE,TRUE,1.05413482542913,1.05471790817388,0.0768571914465679,2,5.27059277087501,5
"1",40500001,4.1e+07,223,0.424226,0.991994,2,TRUE,TRUE,1.16516444629456,1.16629323309266,0.221930561044745,2,5.82573230613142,5
"1",41000001,41500000,220,0.469254,0.999377,2,TRUE,TRUE,1.04006223250496,1.03988351491684,0.0564219304203429,2,5.20023089235209,5
"1",41500001,4.2e+07,207,0.459646,0.997271,2,TRUE,TRUE,0.999893303816583,1.00053058085949,0.000765263375676346,2,4.99938934907744,5
"1",42000001,42500000,189,0.458744,0.993945,2,TRUE,TRUE,0.914902444505256,0.916172959537281,-0.126308111945392,2,4.57444161196576,5
"1",42500001,4.3e+07,176,0.410184,0.992973,2,TRUE,TRUE,0.950582192892212,0.951703350679068,-0.0714161444611291,2,4.75283760020035,5
"1",43000001,43500000,193,0.444082,0.998365,2,TRUE,TRUE,0.967432848126498,0.967642625397613,-0.047453772349939,2,4.83708957586786,5
"1",43500001,4.4e+07,196,0.46556,0.994952,2,TRUE,TRUE,0.933725392578717,0.935153880534084,-0.0967243133982908,2,4.66855489961105,5
"1",44000001,44500000,214,0.489678,0.999805,2,TRUE,TRUE,0.977654694512147,0.977326083240257,-0.0330880995469651,2,4.88819801889199,5
"1",44500001,4.5e+07,198,0.448976,0.999575,2,TRUE,TRUE,0.981333709989614,0.981090493423104,-0.0275418815911178,2,4.90659281233939,5
"1",45000001,45500000,210,0.4763,0.998335,2,TRUE,TRUE,0.981416963549688,0.981641085454469,-0.0267324622873392,2,4.90700907371439,5
"1",45500001,4.6e+07,173,0.426884,0.991461,2,TRUE,TRUE,0.898742442096552,0.899510079220078,-0.152788647585865,2,4.49364284712278,5
"1",46000001,46500000,187,0.42514,0.992621,2,TRUE,TRUE,0.975106501186571,0.976182715116536,-0.0347768881633749,2,4.87545724892919,5
"1",46500001,4.7e+07,228,0.477598,0.994435,2,TRUE,TRUE,1.0637063881625,1.06529578487469,0.0912540577984099,2,5.3184498458255,5
"1",47000001,47500000,203,0.432612,0.993806,2,TRUE,TRUE,1.04196441770171,1.04338019801309,0.0612649582795097,2,5.20974167152853,5
"1",47500001,4.8e+07,202,0.44435,0.995963,2,TRUE,TRUE,1.01194452038277,1.01309871545624,0.0187747559361816,2,5.05964450181668,5
"1",48000001,48500000,209,0.47836,0.998098,2,TRUE,TRUE,0.974157126105538,0.974468305546029,-0.0373128321083187,2,4.87071044679512,5
"1",48500001,4.9e+07,172,0.40629,0.98244,2,TRUE,TRUE,0.938104892985168,0.939356851278246,-0.0902547689908207,2,4.69045206364117,5
"1",49000001,49500000,194,0.42157,0.994978,2,TRUE,TRUE,1.01971806834253,1.021267901609,0.030361367317032,2,5.09851164166675,5
"1",49500001,5e+07,195,0.378352,0.987045,2,TRUE,TRUE,1.1416620449587,1.14262421502431,0.192351009623425,2,5.70822211332607,5
"1",50000001,50500000,175,0.371538,0.98492,2,TRUE,TRUE,1.04513627544729,1.04656138901923,0.0656569394350242,2,5.22560071545806,5
"1",50500001,5.1e+07,171,0.418322,0.998959,2,TRUE,TRUE,0.905548666616457,0.905538405419704,-0.143152265270645,2,4.52767344442988,5
"1",51000001,51500000,206,0.382956,0.994276,2,TRUE,TRUE,1.19035147319999,1.19208934415752,0.253492366288858,2,5.95166549676815,5
"1",51500001,5.2e+07,201,0.412344,0.997733,2,TRUE,TRUE,1.07988378089075,1.08038022593006,0.111539139726534,2,5.39933556092405,5
"1",52000001,52500000,192,0.413904,0.998198,2,TRUE,TRUE,1.02755292498434,1.02784167436636,0.039618053249862,2,5.13768532019536,5
"1",52500001,5.3e+07,177,0.41308,0.997076,2,TRUE,TRUE,0.949210013679011,0.949886169427811,-0.074173457908523,2,4.74597681003672,5
"1",53000001,53500000,187,0.431396,0.997921,2,TRUE,TRUE,0.962314649789984,0.962687507126325,-0.0548605263952892,2,4.81149897919883,5
"1",53500001,5.4e+07,214,0.492008,0.998528,2,TRUE,TRUE,0.972952929146689,0.973102974322416,-0.039335614974882,2,4.86468955493868,5
"1",54000001,54500000,208,0.459268,0.999284,2,TRUE,TRUE,1.00561739126859,1.00548049836788,0.00788510035954046,2,5.02800934456249,5
"1",54500001,5.5e+07,231,0.487852,0.998269,2,TRUE,TRUE,1.0590754007345,1.05934411456593,0.083171306739024,2,5.29529526609696,5
"1",55000001,55500000,220,0.48352,0.997482,2,TRUE,TRUE,1.01727322536931,1.01783904744821,0.0255094437251732,2,5.0862876154893,5
"1",55500001,5.6e+07,203,0.41857,0.997849,2,TRUE,TRUE,1.07439067395011,1.07483668834297,0.104117472078803,2,5.37187045016916,5
"1",56000001,56500000,214,0.399154,0.997716,2,TRUE,TRUE,1.18756381505566,1.18811752338563,0.248677548276526,2,5.93772742119308,5
"1",56500001,5.7e+07,219,0.40812,0.990909,2,TRUE,TRUE,1.18886131943119,1.18973561845956,0.250641015286404,2,5.94421484293161,5
"1",57000001,57500000,145,0.402878,0.998922,2,TRUE,TRUE,0.797687469910948,0.797689765763699,-0.326100326406094,2,3.98837578543966,5
"1",57500001,5.8e+07,172,0.405918,0.998621,2,TRUE,TRUE,0.939004244188173,0.939115506986928,-0.0906254810884619,2,4.69494875024586,5
"1",58000001,58500000,183,0.4045,0.998451,2,TRUE,TRUE,1.00268859843085,1.00287289044982,0.00413876254180395,2,5.01336560641284,5
"1",58500001,5.9e+07,174,0.413974,0.978084,2,TRUE,TRUE,0.931058790644618,0.930422290949811,-0.104042433740983,2,4.6552220957442,5
"1",59000001,59500000,179,0.422352,0.99495,2,TRUE,TRUE,0.93920858806901,0.940646188265706,-0.0882759207332911,2,4.69597045387914,5
"1",59500001,6e+07,173,0.407466,0.994132,2,TRUE,TRUE,0.940711246277689,0.942055480547065,-0.0861160677954561,2,4.70348362895002,5
"1",60000001,60500000,184,0.39498,0.991859,2,TRUE,TRUE,1.03119287030369,1.03216191955693,0.0456693101195983,2,5.1558847658675,5
"1",60500001,6.1e+07,183,0.37483,0.988528,2,TRUE,TRUE,1.08281536277441,1.0833347381889,0.11547908829087,2,5.413993244088,5
"1",61000001,61500000,193,0.399528,0.99414,2,TRUE,TRUE,1.070108339441,1.0716393198292,0.0998194216063874,2,5.35045910812663,5
"1",61500001,6.2e+07,188,0.395642,0.999885,2,TRUE,TRUE,1.05189698034966,1.05151111912627,0.0724641058219612,2,5.25940371819059,5
"1",62000001,62500000,168,0.402272,0.997222,2,TRUE,TRUE,0.925564197317172,0.926171541139996,-0.110648667458134,2,4.62774955317001,5
"1",62500001,6.3e+07,181,0.430326,0.999605,2,TRUE,TRUE,0.933545656917373,0.933303533982299,-0.0995817364747921,2,4.66765623517601,5
"1",63000001,63500000,164,0.385316,0.995687,2,TRUE,TRUE,0.941411672086,0.942585444462897,-0.0853046916619687,2,4.70698570393394,5
"1",63500001,6.4e+07,146,0.392878,0.992088,2,TRUE,TRUE,0.822350560724358,0.823163867344147,-0.280748438150477,2,4.11168933605277,5
"1",64000001,64500000,175,0.412872,0.997637,2,TRUE,TRUE,0.938968447904388,0.939434762683729,-0.0901351150626798,2,4.69476977158962,5
"1",64500001,6.5e+07,194,0.408236,0.992826,2,TRUE,TRUE,1.05283760508613,1.05404605809391,0.0759379090357436,2,5.26410676927717,5
"1",65000001,65500000,172,0.4055,0.998483,2,TRUE,TRUE,0.940014273432787,0.940175489642299,-0.0889980248986099,2,4.69999881851665,5
"1",65500001,6.6e+07,185,0.409854,0.994359,2,TRUE,TRUE,0.999983905749077,1.00146172081182,0.00210727761553601,2,4.99984235174742,5
"1",66000001,66500000,159,0.371378,0.982608,2,TRUE,TRUE,0.95001411427234,0.951356067099622,-0.0719426906096413,2,4.7499972509443,5
"1",66500001,6.7e+07,184,0.383796,0.992125,2,TRUE,TRUE,1.06072232993575,1.06177983065698,0.086484641707527,2,5.30352978499609,5
"1",67000001,67500000,206,0.372432,0.994586,2,TRUE,TRUE,1.22715440608914,1.2290279361272,0.297517708919783,2,6.13567732082833,5
"1",67500001,6.8e+07,178,0.406774,0.988319,2,TRUE,TRUE,0.969620110219765,0.970134796766036,-0.0437428763352651,2,4.84802571752516,5
"1",68000001,68500000,213,0.412032,0.996549,2,TRUE,TRUE,1.14523760599403,1.14628556404678,0.196966494804396,2,5.72609964254722,5
"1",68500001,6.9e+07,186,0.396932,0.998536,2,TRUE,TRUE,1.03750450367251,1.03766131517735,0.0533356357515223,2,5.18744244559088,5
"1",69000001,69500000,159,0.373348,0.983537,2,TRUE,TRUE,0.94473336558775,0.946342056602563,-0.0795663530051839,2,4.72359391508023,5
"1",69500001,7e+07,173,0.369204,0.990829,2,TRUE,TRUE,1.04009425638281,1.04084125836813,0.0577500559302153,2,5.20039100926981,5
"1",70000001,70500000,168,0.353898,0.989137,2,TRUE,TRUE,1.05199503251217,1.05236797230244,0.0736392473986938,2,5.25989397143565,5
"1",70500001,7.1e+07,162,0.376878,0.997051,2,TRUE,TRUE,0.952719559711147,0.953407375775852,-0.0688353084203193,2,4.76352426933681,5
"1",71000001,71500000,182,0.377052,0.99276,2,TRUE,TRUE,1.06977254615084,1.07098524215341,0.0989386003320705,2,5.34878016759178,5
"1",71500001,7.2e+07,144,0.368094,0.986446,2,TRUE,TRUE,0.868465142712457,0.869324511528705,-0.202033271380346,2,4.34225868695099,5
"1",72000001,72500000,179,0.353606,0.989156,2,TRUE,TRUE,1.12168579393068,1.12208801901444,0.166185848509129,2,5.60834239991789,5
"1",72500001,7.3e+07,160,0.344518,0.998939,2,TRUE,TRUE,1.02409969731728,1.02409595868586,0.0343509034571309,2,5.12041944837408,5
"1",73000001,73500000,165,0.350444,0.995263,2,TRUE,TRUE,1.04187517049248,1.0433443085233,0.0612153325730198,2,5.20929544237033,5
"1",73500001,7.4e+07,161,0.349042,0.995547,2,TRUE,TRUE,1.01996849159078,1.02129519026443,0.030399916146217,2,5.09976373858078,5
"1",74000001,74500000,159,0.357042,0.999693,2,TRUE,TRUE,0.98777881303678,0.987489259642971,-0.0181630379954123,2,4.93881783015351,5
"1",74500001,7.5e+07,169,0.356602,0.98954,2,TRUE,TRUE,1.05108154725318,1.05154518864463,0.0725108491497696,2,5.25532661564188,5
"1",75000001,75500000,172,0.37175,0.995147,2,TRUE,TRUE,1.02659973667933,1.0280932004964,0.0399710561651933,2,5.13291945223567,5
"1",75500001,7.6e+07,171,0.374126,0.985104,2,TRUE,TRUE,1.01383682263951,1.01517351757956,0.021726339781251,2,5.06910586705582,5
"1",76000001,76500000,178,0.380542,0.991098,2,TRUE,TRUE,1.03546088396026,1.03626445598402,0.0513922275892821,2,5.17722450475258,5
"1",76500001,7.7e+07,169,0.389622,0.996921,2,TRUE,TRUE,0.959170432966852,0.959910865407767,-0.0590276473915268,2,4.79577813774829,5
"1",77000001,77500000,191,0.386936,0.991008,2,TRUE,TRUE,1.09153478999413,1.092360752115,0.127449384955266,2,5.45758970723655,5
"1",77500001,7.8e+07,176,0.382958,0.996847,2,TRUE,TRUE,1.01699361593696,1.01780763289574,0.0254649157434642,2,5.08488958990735,5
"1",78000001,78500000,173,0.388162,0.995439,2,TRUE,TRUE,0.98545832137737,0.986781113796244,-0.0191979910179131,2,4.92721555094792,5
"1",78500001,7.9e+07,164,0.384694,0.992357,2,TRUE,TRUE,0.943047535790963,0.944034793497553,-0.0830880621208596,2,4.71516489620568,5
"1",79000001,79500000,141,0.360244,0.990576,2,TRUE,TRUE,0.868747181551448,0.869323861459656,-0.202034350208485,2,4.34366885937868,5
"1",79500001,8e+07,160,0.35694,0.994438,2,TRUE,TRUE,0.99425000668946,0.995736263620574,-0.00616442242511187,2,4.97117329898157,5
"1",80000001,80500000,175,0.355616,0.993634,2,TRUE,TRUE,1.09112361209301,1.09256578238232,0.12772014568437,2,5.45553384946493,5
"1",80500001,8.1e+07,161,0.35124,0.992152,2,TRUE,TRUE,1.01469678669988,1.01571429612486,0.0224946525740095,2,5.07340562098716,5
"1",81000001,81500000,143,0.351246,0.986116,2,TRUE,TRUE,0.901239521042817,0.902204198205908,-0.148474095555044,2,4.50612804913394,5
"1",81500001,8.2e+07,157,0.368816,0.99803,2,TRUE,TRUE,0.944940604080457,0.945267144452221,-0.0812059840608438,2,4.72463009154947,5
"1",82000001,82500000,168,0.364988,0.998756,2,TRUE,TRUE,1.02187987031974,1.02194796257566,0.0313217363485495,2,5.10932048470872,5
"1",82500001,8.3e+07,198,0.371044,0.988183,2,TRUE,TRUE,1.18416436499177,1.18483235916541,0.244682947976021,2,5.92073043323719,5
"1",83000001,83500000,170,0.36098,0.995969,2,TRUE,TRUE,1.04537592608027,1.04656583773108,0.065663072014482,2,5.22679895012713,5
"1",83500001,8.4e+07,155,0.367092,0.933842,2,TRUE,TRUE,0.937422032008229,0.93422631269565,-0.098156015344494,2,4.68703781145849,5
"1",84000001,84500000,187,0.3813,0.996867,2,TRUE,TRUE,1.08554625931717,1.08640679554462,0.119564408874098,2,5.42764751603599,5
"1",84500001,8.5e+07,158,0.374536,0.98507,2,TRUE,TRUE,0.935679007230875,0.936920454914026,-0.0940015274431238,2,4.6783228220953,5
"1",85000001,85500000,199,0.403988,0.99939,2,TRUE,TRUE,1.09176360524678,1.09157055478283,0.126405383416755,2,5.45873376584027,5
"1",85500001,8.6e+07,178,0.395116,0.996336,2,TRUE,TRUE,0.997230622232815,0.998224876853802,-0.00256323706438347,2,4.98607614665968,5
"1",86000001,86500000,161,0.377086,0.974024,2,TRUE,TRUE,0.946239265484397,0.943446686785003,-0.0839870999911961,2,4.73112329834077,5
"1",86500001,8.7e+07,169,0.378056,0.990248,2,TRUE,TRUE,0.990328292717294,0.990915843695011,-0.0131655571923931,2,4.95156503179172,5
"1",87000001,87500000,202,0.38553,0.984248,2,TRUE,TRUE,1.15885444359554,1.16062560347746,0.214902660302833,2,5.79418277963122,5
"1",87500001,8.8e+07,183,0.403886,0.999267,2,TRUE,TRUE,1.00423999720275,1.00410984653669,0.00591710433358453,2,5.02112248053813,5
"1",88000001,88500000,156,0.380748,0.998117,2,TRUE,TRUE,0.906961645299407,0.907244738006027,-0.140436310749162,2,4.53473822879342,5
"1",88500001,8.9e+07,173,0.373594,0.994112,2,TRUE,TRUE,1.02721147932049,1.0286748946634,0.0407871008271,2,5.13597811822828,5
"1",89000001,89500000,171,0.38298,0.999074,2,TRUE,TRUE,0.988040820485939,0.98798599026824,-0.0174375104800781,2,4.94012784717803,5
"1",89500001,9e+07,209,0.390624,0.990267,2,TRUE,TRUE,1.18337060888286,1.18407752332263,0.243763539456544,2,5.91676171395334,5
"1",90000001,90500000,196,0.40092,0.988575,2,TRUE,TRUE,1.08326070691414,1.08376783398861,0.116055733973279,2,5.41621993041576,5
"1",90500001,9.1e+07,164,0.38393,0.990753,2,TRUE,TRUE,0.945070632709004,0.945733943782,-0.0804937167903151,2,4.72528022465682,5
"1",91000001,91500000,182,0.38992,0.997677,2,TRUE,TRUE,1.0322131993884,1.03270994957093,0.046435110858946,2,5.16098633254387,5
"1",91500001,9.2e+07,171,0.395064,0.983632,2,TRUE,TRUE,0.958137068733724,0.959746249763587,-0.0592750771769977,2,4.79061139633588,5
"1",92000001,92500000,200,0.421956,0.997822,2,TRUE,TRUE,1.05033567879953,1.05078260754414,0.0714642264278415,2,5.25159733093847,5
"1",92500001,9.3e+07,144,0.394204,0.996067,2,TRUE,TRUE,0.808551151442771,0.809440995203105,-0.305002176843093,2,4.04269335465896,5
"1",93000001,93500000,188,0.393194,0.99519,2,TRUE,TRUE,1.05813706746701,1.0596588860954,0.0835999227700229,2,5.29060367217842,5
"1",93500001,9.4e+07,162,0.384482,0.993513,2,TRUE,TRUE,0.932100309482669,0.933308013353211,-0.0995748123065466,2,4.66042960955186,5
"1",94000001,94500000,191,0.432008,0.990933,2,TRUE,TRUE,0.981615300043431,0.982342254580466,-0.0257023382091376,2,4.90800074087584,5
"1",94500001,9.5e+07,187,0.404182,0.995383,2,TRUE,TRUE,1.02542873467945,1.02682729307708,0.0381935483805083,2,5.12706453261216,5
"1",95000001,95500000,209,0.425272,0.999509,2,TRUE,TRUE,1.08951263199367,1.08927020702503,0.123361876901825,2,5.44747907330083,5
"1",95500001,9.6e+07,198,0.392104,0.99453,2,TRUE,TRUE,1.11724387194746,1.11893612348946,0.162127679785861,2,5.58613313282151,5
"1",96000001,96500000,159,0.369776,0.99986,2,TRUE,TRUE,0.954368962596421,0.954028033426943,-0.0678964354785675,2,4.77177115646517,5
"1",96500001,9.7e+07,167,0.374178,0.986689,2,TRUE,TRUE,0.989977568288756,0.990898237026153,-0.0131911913364798,2,4.94981143671732,5
"1",97000001,97500000,150,0.37358,0.991894,2,TRUE,TRUE,0.890680551441433,0.891524262515541,-0.165654034070694,2,4.45333401604972,5
"1",97500001,9.8e+07,174,0.359166,0.991743,2,TRUE,TRUE,1.07509578100589,1.07607925955243,0.105784344764379,2,5.37539593102916,5
"1",98000001,98500000,138,0.343234,0.997254,2,TRUE,TRUE,0.885771696335998,0.886342028969191,-0.174064569607723,2,4.42879011937934,5
"1",98500001,9.9e+07,174,0.362604,0.995949,2,TRUE,TRUE,1.06528507618832,1.06650585075105,0.092891880189852,2,5.32634316411424,5
"1",99000001,99500000,151,0.36724,0.994427,2,TRUE,TRUE,0.912856387739913,0.914218810674469,-0.129388591207307,2,4.5642114860501,5
