"chr","start","end","copy","state","Min","Maj","cell_id"
"1",194500001,1.95e+08,2,2,1,1,"SA01-Library-1-1"
"1",195000001,195500000,2,2,1,1,"SA01-Library-1-1"
"1",195500001,1.96e+08,2,2,1,1,"SA01-Library-1-1"
"1",196000001,196500000,2,2,1,1,"SA01-Library-1-1"
"1",196500001,1.97e+08,2,2,1,1,"SA01-Library-1-1"
"1",197000001,197500000,2,2,1,1,"SA01-Library-1-1"
"1",197500001,1.98e+08,2,2,1,1,"SA01-Library-1-1"
"1",198000001,198500000,2,2,1,1,"SA01-Library-1-1"
"1",198500001,1.99e+08,2,2,1,1,"SA01-Library-1-1"
"1",199000001,199500000,2,2,1,1,"SA01-Library-1-1"
"1",199500001,2e+08,2,2,1,1,"SA01-Library-1-1"
"1",200000001,200500000,2,2,1,1,"SA01-Library-1-1"
"1",200500001,2.01e+08,2,2,1,1,"SA01-Library-1-1"
"1",201000001,201500000,2,2,1,1,"SA01-Library-1-1"
"1",201500001,2.02e+08,2,2,1,1,"SA01-Library-1-1"
"1",202000001,202500000,2,2,1,1,"SA01-Library-1-1"
"1",202500001,2.03e+08,2,2,1,1,"SA01-Library-1-1"
"1",203000001,203500000,2,2,1,1,"SA01-Library-1-1"
"1",203500001,2.04e+08,2,2,1,1,"SA01-Library-1-1"
"1",204000001,204500000,2,2,1,1,"SA01-Library-1-1"
"1",204500001,2.05e+08,2,2,1,1,"SA01-Library-1-1"
"1",205000001,205500000,2,2,1,1,"SA01-Library-1-1"
"1",205500001,2.06e+08,2,2,1,1,"SA01-Library-1-1"
"1",206000001,206500000,2,2,1,1,"SA01-Library-1-1"
"1",206500001,2.07e+08,2,2,1,1,"SA01-Library-1-1"
"1",207000001,207500000,2,2,1,1,"SA01-Library-1-1"
"1",207500001,2.08e+08,2,2,1,1,"SA01-Library-1-1"
"1",208000001,208500000,2,2,1,1,"SA01-Library-1-1"
