"chr","start","end","gc","map"
"1",90500001,91000000,0.38393,0.990753
"1",91000001,91500000,0.38992,0.997677
"1",91500001,92000000,0.395064,0.983632
"1",92000001,92500000,0.421956,0.997822
"1",92500001,93000000,0.394204,0.996067
"1",93000001,93500000,0.393194,0.99519
"1",93500001,94000000,0.384482,0.993513
"1",94000001,94500000,0.432008,0.990933
"1",94500001,95000000,0.404182,0.995383
"1",95000001,95500000,0.425272,0.999509
"1",95500001,96000000,0.392104,0.99453
"1",96000001,96500000,0.369776,0.99986
"1",96500001,97000000,0.374178,0.986689
"1",97000001,97500000,0.37358,0.991894
"1",97500001,98000000,0.359166,0.991743
"1",98000001,98500000,0.343234,0.997254
"1",98500001,99000000,0.362604,0.995949
"1",99000001,99500000,0.36724,0.994427
"1",99500001,100000000,0.370984,0.989693
"1",100000001,100500000,0.38249,0.998756
"1",100500001,101000000,0.386066,0.998394
"1",101000001,101500000,0.377296,0.994636
"1",101500001,102000000,0.388618,0.999218
"1",102000001,102500000,0.35492,0.996926
"1",102500001,103000000,0.346786,0.993212
"1",103000001,103500000,0.346954,0.992409
"1",104000001,104500000,0.351268,0.903889
"1",104500001,105000000,0.351878,0.994056
"1",105000001,105500000,0.351526,0.976293
"1",105500001,106000000,0.339752,0.995348
"1",106000001,106500000,0.345954,0.990475
"1",106500001,107000000,0.348978,0.996196
"1",107000001,107500000,0.358956,0.999288
"1",107500001,108000000,0.371584,0.999191
"1",108000001,108500000,0.382384,0.99672
"1",108500001,109000000,0.39712,0.978318
"1",109000001,109500000,0.403496,0.988976
"1",109500001,110000000,0.450006,0.998795
"1",110000001,110500000,0.472342,0.985473
"1",110500001,111000000,0.468466,0.999561
"1",111000001,111500000,0.424064,0.996094
"1",111500001,112000000,0.400724,0.994024
"1",112000001,112500000,0.434624,0.997079
"1",112500001,113000000,0.43206,0.985784
"1",113000001,113500000,0.440924,0.996486
"1",113500001,114000000,0.413718,0.989465
"1",114000001,114500000,0.385592,0.984452
"1",114500001,115000000,0.43079,0.998038
"1",115000001,115500000,0.387778,0.997266
"1",115500001,116000000,0.411884,0.991531
"1",116000001,116500000,0.419806,0.995968
"1",116500001,117000000,0.415406,0.993711
"1",117000001,117500000,0.442456,0.991496
"1",117500001,118000000,0.40994,0.992553
"1",118000001,118500000,0.40558,0.997968
"1",118500001,119000000,0.377858,0.994916
"1",119000001,119500000,0.37629,0.980248
"1",119500001,120000000,0.412134,0.994144
"1",120000001,120500000,0.425506,0.994533
"1",145000001,145500000,0.418954,0.897085
"1",146500001,147000000,0.401916,0.984315
"1",147000001,147500000,0.421954,0.925397
"1",147500001,148000000,0.423064,0.62828
"1",150000001,150500000,0.434554,0.999585
"1",150500001,151000000,0.441578,0.995019
"1",151000001,151500000,0.465386,0.999947
"1",151500001,152000000,0.447812,0.995677
"1",152000001,152500000,0.414476,0.984581
"1",152500001,153000000,0.413722,0.991166
"1",153000001,153500000,0.428868,0.991947
"1",153500001,154000000,0.481642,0.998618
"1",154000001,154500000,0.456038,0.998717
"1",154500001,155000000,0.48423,0.998202
"1",155000001,155500000,0.482054,0.994708
"1",155500001,156000000,0.457036,0.976135
"1",156000001,156500000,0.504446,0.997298
"1",156500001,157000000,0.50409,0.998005
"1",157000001,157500000,0.438532,0.994967
"1",157500001,158000000,0.407636,0.996621
"1",158000001,158500000,0.405832,0.990622
"1",158500001,159000000,0.372336,0.988106
"1",159000001,159500000,0.390176,0.989546
"1",159500001,160000000,0.431204,0.989861
"1",160000001,160500000,0.451512,0.998649
"1",160500001,161000000,0.431038,0.99463
"1",161000001,161500000,0.476226,0.951208
"1",161500001,162000000,0.415426,0.947168
"1",162000001,162500000,0.42126,0.995142
"1",162500001,163000000,0.400574,0.990429
"1",163000001,163500000,0.378556,0.995671
"1",163500001,164000000,0.37363,0.987814
"1",164000001,164500000,0.376078,0.990399
"1",164500001,165000000,0.412594,0.997747
"1",165000001,165500000,0.424948,0.997709
"1",165500001,166000000,0.418916,0.991575
"1",166000001,166500000,0.410618,0.984734
"1",166500001,167000000,0.39333,0.997575
"1",167000001,167500000,0.417984,0.999467
"1",167500001,168000000,0.418192,0.999109
"1",168000001,168500000,0.415916,0.9927
"1",168500001,169000000,0.394702,0.996904
"1",169000001,169500000,0.378728,0.992881
"1",169500001,170000000,0.381996,0.997206
"1",170000001,170500000,0.376112,0.988362
"1",170500001,171000000,0.380918,0.997466
"1",171000001,171500000,0.397368,0.991976
"1",171500001,172000000,0.397606,0.995555
"1",172000001,172500000,0.37829,0.990024
"1",172500001,173000000,0.384704,0.989898
"1",173000001,173500000,0.394716,0.995432
"1",173500001,174000000,0.39663,0.997542
"1",174000001,174500000,0.378432,0.982688
"1",174500001,175000000,0.3877,0.9718
"1",175000001,175500000,0.432464,0.997501
"1",175500001,176000000,0.425206,0.994955
"1",176000001,176500000,0.380232,0.985831
"1",176500001,177000000,0.404588,0.996453
"1",177000001,177500000,0.405778,0.994499
"1",177500001,178000000,0.40823,0.989611
"1",178000001,178500000,0.389028,0.993844
"1",178500001,179000000,0.408252,0.98946
"1",179000001,179500000,0.411432,0.99737
"1",179500001,180000000,0.40462,0.995722
"1",180000001,180500000,0.41405,0.994921
"1",180500001,181000000,0.408968,0.982882
"1",181000001,181500000,0.449616,0.996704
"1",181500001,182000000,0.417148,0.998015
"1",182000001,182500000,0.425336,0.997453
"1",182500001,183000000,0.413266,0.99758
"1",183000001,183500000,0.416954,0.999197
"1",183500001,184000000,0.405828,0.9944
"1",184000001,184500000,0.399952,0.996139
"1",184500001,185000000,0.39792,0.985001
"1",185000001,185500000,0.384252,0.991921
"1",185500001,186000000,0.369932,0.989607
"1",186000001,186500000,0.365186,0.993971
"1",186500001,187000000,0.368946,0.994571
"1",187000001,187500000,0.356672,0.989118
"1",187500001,188000000,0.357594,0.98542
"1",188000001,188500000,0.34236,0.995752
"1",188500001,189000000,0.342782,0.992853
"1",189000001,189500000,0.340138,0.99329
"1",189500001,190000000,0.339522,0.997176
"1",190000001,190500000,0.3331,0.998938
"1",190500001,191000000,0.339782,0.993279
"1",191000001,191500000,0.341534,0.99577
"1",191500001,192000000,0.344618,0.99831
"1",192000001,192500000,0.35042,0.989391
"1",192500001,193000000,0.374552,0.998693
"1",193000001,193500000,0.370056,0.996936
"1",193500001,194000000,0.35976,0.987855
"1",194000001,194500000,0.348604,0.995503
"1",194500001,195000000,0.339918,0.998147
"1",195000001,195500000,0.339228,0.997646
"1",195500001,196000000,0.344912,0.990852
"1",196000001,196500000,0.344908,0.9876
"1",196500001,197000000,0.353614,0.970608
"1",197000001,197500000,0.358692,0.998714
"1",197500001,198000000,0.367088,0.98199
"1",198000001,198500000,0.364436,0.993609
"1",198500001,199000000,0.353558,0.995596
"1",199000001,199500000,0.35888,0.996778
"1",199500001,200000000,0.386006,0.996421
"1",200000001,200500000,0.413202,0.997958
"1",200500001,201000000,0.43051,0.997063
"1",201000001,201500000,0.502976,0.996232
"1",201500001,202000000,0.472562,0.998993
"1",202000001,202500000,0.460708,0.993831
"1",202500001,203000000,0.450214,0.997288
"1",203000001,203500000,0.481294,0.998016
"1",203500001,204000000,0.44686,0.998882
"1",204000001,204500000,0.485048,0.998237
"1",204500001,205000000,0.470264,0.999855
"1",205000001,205500000,0.48067,0.997705
"1",206500001,207000000,0.457674,0.95158
"1",207000001,207500000,0.416328,0.998313
"1",207500001,208000000,0.395848,0.945701
"1",208000001,208500000,0.457064,0.999321
"1",208500001,209000000,0.406576,0.996689
"1",209000001,209500000,0.40253,0.995148
"1",209500001,210000000,0.438574,0.999049
"1",210000001,210500000,0.396584,0.990258
"1",210500001,211000000,0.426134,0.995742
"1",211000001,211500000,0.399946,0.994069
"1",211500001,212000000,0.436648,0.997729
"1",212000001,212500000,0.416192,0.996992
"1",212500001,213000000,0.437594,0.996018
"1",213000001,213500000,0.405604,0.991671
"1",213500001,214000000,0.420128,0.995342
"1",214000001,214500000,0.40899,0.999708
"1",214500001,215000000,0.404142,0.998709
"1",215000001,215500000,0.372252,0.996486
"1",215500001,216000000,0.37228,0.997644
"1",216000001,216500000,0.359212,0.997284
"1",216500001,217000000,0.36689,0.995673
"1",217000001,217500000,0.387148,0.999603
"1",217500001,218000000,0.367962,0.989508
"1",218000001,218500000,0.377328,0.989876
"1",218500001,219000000,0.393742,0.998528
"1",219000001,219500000,0.365916,0.996726
"1",219500001,220000000,0.389186,0.994884
"1",220000001,220500000,0.392362,0.991434
"1",220500001,221000000,0.408508,0.997527
"1",221000001,221500000,0.39187,0.996907
"1",221500001,222000000,0.387606,0.998834
"1",222000001,222500000,0.403644,0.997563
"1",222500001,223000000,0.409906,0.973524
"1",223000001,223500000,0.423584,0.9891
"1",224000001,224500000,0.423098,0.941007
"1",224500001,225000000,0.431762,0.996574
"1",225000001,225500000,0.381522,0.992318
"1",225500001,226000000,0.420814,0.998421
"1",226000001,226500000,0.462594,0.998019
"1",226500001,227000000,0.472064,0.998232
"1",227000001,227500000,0.406112,0.995042
"1",227500001,228000000,0.440088,0.998637
"1",228000001,228500000,0.511946,0.990174
"1",228500001,229000000,0.489586,0.924169
"1",229000001,229500000,0.446608,0.998058
"1",229500001,230000000,0.434006,0.999531
"1",230000001,230500000,0.450816,0.997682
"1",230500001,231000000,0.440352,0.999404
"1",231000001,231500000,0.437734,0.99847
"1",231500001,232000000,0.410012,0.997409
"1",232000001,232500000,0.419308,0.995389
"1",232500001,233000000,0.413388,0.997389
"1",233000001,233500000,0.412666,0.9989
"1",233500001,234000000,0.400568,0.998573
"1",234000001,234500000,0.41862,0.997335
"1",234500001,235000000,0.439592,0.999643
"1",235500001,236000000,0.420444,0.995798
"1",236000001,236500000,0.43412,0.998339
"1",236500001,237000000,0.425772,0.994876
"1",237000001,237500000,0.412982,0.981023
"1",237500001,238000000,0.373534,0.997926
"1",238000001,238500000,0.390982,0.996927
"1",238500001,239000000,0.361274,0.998597
"1",239000001,239500000,0.365176,0.998951
"1",239500001,240000000,0.38312,0.988886
"1",240000001,240500000,0.402066,0.999706
"1",240500001,241000000,0.401424,0.999679
"1",241000001,241500000,0.391246,0.99805
"1",241500001,242000000,0.390038,0.998657
"1",242000001,242500000,0.41999,0.991159
"1",242500001,243000000,0.398634,0.995237
"1",243000001,243500000,0.405406,0.949973
"1",243500001,244000000,0.37921,0.997131
"1",244000001,244500000,0.42808,0.999428
"1",244500001,245000000,0.41937,0.993166
"1",245000001,245500000,0.435688,0.997404
"1",245500001,246000000,0.441482,0.994155
"1",246000001,246500000,0.404144,0.995039
"1",246500001,247000000,0.428546,0.990833
"1",247000001,247500000,0.425162,0.990556
"1",247500001,248000000,0.400438,0.98218
"1",248000001,248500000,0.379884,0.973693
"10",500001,1000000,0.474668,0.990292
"10",1000001,1500000,0.473338,0.989629
"10",1500001,2000000,0.446442,0.994841
"10",2000001,2500000,0.396922,0.997134
"10",2500001,3000000,0.409368,0.997881
"10",3000001,3500000,0.459866,0.998905
"10",3500001,4000000,0.427648,0.998698
"10",4000001,4500000,0.394644,0.999858
"10",4500001,5000000,0.385006,0.996761
"10",5000001,5500000,0.401138,0.98389
"10",5500001,6000000,0.465934,0.999661
"10",6000001,6500000,0.45682,0.985082
"10",6500001,7000000,0.415548,0.98961
"10",7000001,7500000,0.427268,0.989473
"10",7500001,8000000,0.4229,0.998997
"10",8000001,8500000,0.425566,0.999531
"10",8500001,9000000,0.375282,0.998874
"10",9000001,9500000,0.363898,0.996358
"10",9500001,10000000,0.360648,0.992522
"10",10000001,10500000,0.375396,0.995282
"10",10500001,11000000,0.403102,0.989063
"10",11000001,11500000,0.437964,0.999426
"10",11500001,12000000,0.438182,0.992614
"10",12000001,12500000,0.4452,0.998708
"10",12500001,13000000,0.45326,0.996621
"10",13000001,13500000,0.445114,0.994845
"10",13500001,14000000,0.439738,0.999985
"10",14000001,14500000,0.427794,0.999714
"10",14500001,15000000,0.426308,0.995868
"10",15000001,15500000,0.442338,0.998163
"10",15500001,16000000,0.392508,0.987465
"10",16000001,16500000,0.39293,0.996653
"10",16500001,17000000,0.407284,0.999441
"10",17000001,17500000,0.39876,0.998538
"10",18500001,19000000,0.40424,0.996259
"10",19000001,19500000,0.372278,0.986034
"10",19500001,20000000,0.358212,0.992902
"10",20000001,20500000,0.372998,0.997712
"10",20500001,21000000,0.38412,0.990108
"10",21000001,21500000,0.392784,0.992013
"10",21500001,22000000,0.426436,0.997154
"10",22000001,22500000,0.387932,0.991811
"10",22500001,23000000,0.407258,0.994122
"10",23000001,23500000,0.406744,0.994373
"10",23500001,24000000,0.404792,0.995604
"10",24000001,24500000,0.392812,0.994588
"10",24500001,25000000,0.415124,0.995927
"10",25000001,25500000,0.410724,0.997915
"10",25500001,26000000,0.375134,0.985485
"10",26000001,26500000,0.385042,0.996483
"10",26500001,27000000,0.41421,0.997973
"10",27000001,27500000,0.399864,0.997731
"10",27500001,28000000,0.396294,0.996034
"10",28000001,28500000,0.38373,0.999182
"10",28500001,29000000,0.414876,0.999089
"10",29000001,29500000,0.422728,0.999399
"10",29500001,30000000,0.42983,0.996855
"10",30000001,30500000,0.439766,0.999119
"10",30500001,31000000,0.429644,0.999019
"10",31000001,31500000,0.421582,0.992953
"10",31500001,32000000,0.386956,0.98543
"10",32000001,32500000,0.41355,0.993626
"10",32500001,33000000,0.387462,0.99271
"10",33000001,33500000,0.398854,0.994948
"10",33500001,34000000,0.408718,0.991104
"10",34000001,34500000,0.418866,0.999133
"10",34500001,35000000,0.39194,0.999301
"10",35000001,35500000,0.428392,0.998764
"10",35500001,36000000,0.435208,0.992753
"10",36000001,36500000,0.397092,0.993918
"10",36500001,37000000,0.382558,0.996705
"10",37500001,38000000,0.397256,0.995866
"10",38000001,38500000,0.407518,0.991154
"10",43000001,43500000,0.436838,0.993669
"10",43500001,44000000,0.492028,0.997876
"10",44000001,44500000,0.43568,0.997569
"10",44500001,45000000,0.435404,0.987609
"10",45000001,45500000,0.433246,0.998002
"10",45500001,46000000,0.413692,0.99193
"10",46500001,47000000,0.418708,0.562359
"10",48500001,49000000,0.430738,0.68409
"10",49500001,50000000,0.440882,0.998012
"10",50000001,50500000,0.451158,0.994593
"10",50500001,51000000,0.454032,0.997633
"10",51500001,52000000,0.413644,0.863215
"10",52000001,52500000,0.40291,0.983031
"10",52500001,53000000,0.369336,0.99595
"10",53000001,53500000,0.367134,0.995418
"10",53500001,54000000,0.363962,0.986951
"10",54000001,54500000,0.366648,0.993671
"10",55000001,55500000,0.356352,0.99236
"10",55500001,56000000,0.355708,0.991667
"10",56000001,56500000,0.343376,0.994779
"10",56500001,57000000,0.345552,0.995216
"10",57000001,57500000,0.342424,0.986957
"10",57500001,58000000,0.345298,0.992835
"10",58000001,58500000,0.350908,0.993231
"10",58500001,59000000,0.3511,0.997321
"10",59000001,59500000,0.35092,0.995375
"10",59500001,60000000,0.374956,0.998235
"10",60500001,61000000,0.380114,0.996911
"10",61500001,62000000,0.394704,0.998149
"10",62000001,62500000,0.376232,0.994292
"10",62500001,63000000,0.385606,0.99707
"10",63000001,63500000,0.36578,0.997403
"10",63500001,64000000,0.393912,0.999194
"10",64500001,65000000,0.40941,0.996783
"10",65000001,65500000,0.389786,0.999634
"10",65500001,66000000,0.396966,0.992104
"10",66000001,66500000,0.361114,0.997441
"10",66500001,67000000,0.349984,0.992658
"10",67000001,67500000,0.35161,0.996823
"10",67500001,68000000,0.357348,0.999644
"10",68000001,68500000,0.359358,0.996007
"10",68500001,69000000,0.359476,0.995508
"10",69000001,69500000,0.372782,0.983942
"10",69500001,70000000,0.402484,0.998503
"10",70000001,70500000,0.427726,0.998481
"10",70500001,71000000,0.432264,0.99849
"10",71000001,71500000,0.480416,0.999905
"10",71500001,72000000,0.467508,0.997396
"10",72000001,72500000,0.492732,0.996871
"10",72500001,73000000,0.481288,0.998996
"10",73000001,73500000,0.52066,1
"10",73500001,74000000,0.478472,0.998652
"10",74000001,74500000,0.432934,0.998582
"10",74500001,75000000,0.394908,0.998111
"10",75000001,75500000,0.41969,0.980426
"10",75500001,76000000,0.449278,0.996189
"10",76000001,76500000,0.371422,0.998074
"10",76500001,77000000,0.43708,0.999468
"10",77000001,77500000,0.43784,0.996179
"10",77500001,78000000,0.421962,0.99606
"10",78000001,78500000,0.386056,0.990343
"10",78500001,79000000,0.409312,0.995308
"10",79000001,79500000,0.455638,0.997357
"10",79500001,80000000,0.471806,0.989526
"10",80000001,80500000,0.46506,0.998156
"10",80500001,81000000,0.513314,0.99993
"10",81000001,81500000,0.470218,0.975176
"10",81500001,82000000,0.431608,0.946399
"10",82000001,82500000,0.454132,0.991607
"10",82500001,83000000,0.37516,0.997416
"10",83000001,83500000,0.357764,0.992113
"10",83500001,84000000,0.374878,0.994004
"10",84000001,84500000,0.375692,0.994251
"10",84500001,85000000,0.37308,0.996503
"10",85000001,85500000,0.365598,0.996682
"10",85500001,86000000,0.420788,0.991668
"10",86000001,86500000,0.4095,0.992104
"10",86500001,87000000,0.391802,0.983863
"10",87000001,87500000,0.393312,0.98636
"10",87500001,88000000,0.444966,0.993576
"10",88000001,88500000,0.472778,0.997284
"10",88500001,89000000,0.428276,0.958649
"10",89000001,89500000,0.399196,0.943319
"10",89500001,90000000,0.385268,0.999234
"10",90000001,90500000,0.368924,0.997228
"10",90500001,91000000,0.382448,0.997907
"10",91000001,91500000,0.400814,0.99793
"10",91500001,92000000,0.381912,0.990088
"10",92000001,92500000,0.373082,0.995903
"10",92500001,93000000,0.405102,0.997074
"10",93000001,93500000,0.396944,0.984906
"10",93500001,94000000,0.39398,0.994294
"10",94000001,94500000,0.422646,0.994363
"10",94500001,95000000,0.40889,0.998585
"10",95000001,95500000,0.428692,0.997463
"10",95500001,96000000,0.413074,0.996507
"10",96000001,96500000,0.395696,0.998744
"10",96500001,97000000,0.385626,0.980989
"10",97000001,97500000,0.436148,0.999338
"10",97500001,98000000,0.394682,0.994921
"10",98000001,98500000,0.43371,0.998921
"10",98500001,99000000,0.449464,0.99806
"10",99000001,99500000,0.478138,0.994257
"10",99500001,100000000,0.457156,0.995991
"10",100000001,100500000,0.43208,0.993757
"10",100500001,101000000,0.37737,0.971855
"10",101000001,101500000,0.42587,0.997866
"10",101500001,102000000,0.427656,0.985986
"10",102000001,102500000,0.462046,0.99478
"10",102500001,103000000,0.495222,0.999918
"10",103000001,103500000,0.44014,0.998336
"10",103500001,104000000,0.46139,0.999484
"10",104000001,104500000,0.4821,0.999191
"10",104500001,105000000,0.434604,0.997481
"10",105000001,105500000,0.491846,0.998941
"10",105500001,106000000,0.429792,0.999356
"10",106000001,106500000,0.42952,0.99446
"10",106500001,107000000,0.406626,0.997076
"10",107000001,107500000,0.382936,0.983129
"10",107500001,108000000,0.371502,0.988679
"10",108000001,108500000,0.383912,0.998829
"10",108500001,109000000,0.39756,0.992365
"10",109000001,109500000,0.370782,0.995293
"10",109500001,110000000,0.369798,0.991746
"10",110000001,110500000,0.37275,0.988729
"10",110500001,111000000,0.378514,0.992181
"10",111000001,111500000,0.392582,0.99165
"10",111500001,112000000,0.4164,0.983132
"10",112000001,112500000,0.43356,0.99947
"10",112500001,113000000,0.409758,0.995269
"10",113000001,113500000,0.397886,0.991651
"10",113500001,114000000,0.409468,0.980462
"10",114000001,114500000,0.402454,0.996092
"10",114500001,115000000,0.44245,0.999965
"10",115000001,115500000,0.440604,0.997805
"10",115500001,116000000,0.404674,0.999214
"10",116500001,117000000,0.388066,0.994344
"10",117000001,117500000,0.346446,0.988194
"10",117500001,118000000,0.409648,0.99934
"10",118000001,118500000,0.414018,0.997935
"10",118500001,119000000,0.431944,0.992618
"10",119000001,119500000,0.444704,0.999717
"10",119500001,120000000,0.401174,0.991249
"10",120000001,120500000,0.412582,0.999097
"10",120500001,121000000,0.456774,0.997626
"10",121000001,121500000,0.484118,0.998015
"10",121500001,122000000,0.413522,0.992785
"10",122000001,122500000,0.414396,0.995929
"10",122500001,123000000,0.422478,0.98777
"10",123000001,123500000,0.445234,0.998998
"10",123500001,124000000,0.44303,0.998975
"10",124000001,124500000,0.45494,0.968322
"10",124500001,125000000,0.423976,0.991177
"10",125000001,125500000,0.456698,0.998424
"10",126000001,126500000,0.502712,0.999428
"10",126500001,127000000,0.462424,0.999182
"10",127000001,127500000,0.424808,0.994893
"10",127500001,128000000,0.427416,0.99521
"10",128000001,128500000,0.42724,0.993882
"10",129000001,129500000,0.430142,0.997297
"10",129500001,130000000,0.451694,0.998589
"10",130000001,130500000,0.446758,0.998945
"10",130500001,131000000,0.441978,0.999239
"10",131000001,131500000,0.437888,0.998223
